AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Bootstrap,Processo p/ no,Thread p/ proc.,Tamanho,Nome do Arquivo,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),NodeList,EDP
0.0,504,7,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371227.0,100,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,1438.59,517.78,1956.37,239.77,86.3,326.06,108.69,6.0, sdumont6166,13694.59
2309.0,8712,121,2599393.3330078125,161888.0,157012.0,2599492.0,1863.68,4341.76,2058.24,4372.48,1.0,0,14.0,20.0,1000bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371230.0,1000,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,45889.26,14686.84,60576.1,382.41,122.39,504.8,168.27,120.0, sdumont6166,7329708.1
1400.0,4464,62,2601193.3330078125,159916.0,158288.0,2604824.0,1515.52,4362.24,1525.76,4372.48,1.0,0,26.0,30.0,1000bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371238.0,1000,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,22304.5,7419.97,29724.48,365.65,121.64,487.29,162.43,61.0, sdumont6165,1842917.76
1386.0,5616,78,2599348.0,153764.0,153037.3330078125,2599504.0,1515.52,4321.28,1525.76,4321.28,1.0,0,17.0,26.0,1000bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371243.0,1000,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,28632.21,9429.66,38061.87,371.85,122.46,494.31,164.77,77.0, sdumont6166,2968825.8600000003
1388.0,5544,77,2599362.666015625,155768.0,153794.666015625,2599424.0,1525.76,4341.76,1525.76,4352.0,1.0,0,22.0,26.0,1000bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371245.0,1000,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,28161.15,9292.29,37453.43,370.54,122.27,492.81,164.27,76.0, sdumont6166,2883914.11
2066.0,7344,102,2599446.666015625,156192.0,155954.666015625,2599652.0,1761.28,4352.0,1771.52,4352.0,1.0,0,12.0,14.0,1000bs-3n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371247.0,1000,1,24,187026,DENV_1-colombia-BVBRC_genome_sequence,37475.47,12166.14,49641.61,374.75,121.66,496.42,165.47,100.0, sdumont6166,5063444.22
0.0,1350,15,265348.0,3124.0,3078.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371248.0,100,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,4769.72,3130.06,7899.79,366.9,240.77,607.68,202.56,13.0, sdumont6166,118496.85
0.0,1080,12,265348.0,3124.0,2405.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371250.0,100,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,2942.49,1957.91,4900.4,294.25,195.79,490.04,163.35,10.0, sdumont6165,58804.8
0.0,2790,31,265348.0,3152.0,3109.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371252.0,100,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,10853.58,6943.27,17796.85,361.79,231.44,593.23,197.74,30.0, sdumont6166,551702.35
0.0,1260,14,265348.0,3152.0,3118.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371254.0,100,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,3447.96,2495.36,5943.31,265.23,191.95,457.18,152.39,13.0, sdumont6167,83206.34000000001
0.0,1080,12,265348.0,3132.0,2432.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371255.0,100,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,3043.13,2068.13,5111.26,276.65,188.01,464.66,154.89,11.0, sdumont6167,61335.12
1744.0,7110,79,3004914.666015625,156936.0,155246.666015625,3005068.0,1484.8,4331.52,1495.04,4331.52,1.0,0,15.0,20.0,1000bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371257.0,1000,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,27704.07,18848.12,46552.19,355.18,241.64,596.82,198.94,78.0, sdumont6167,3677623.01
1745.0,7560,84,3004953.3330078125,153364.0,153198.666015625,3005068.0,1495.04,4321.28,1515.52,4331.52,1.0,0,24.0,42.0,1000bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371258.0,1000,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,30231.96,20450.08,50682.03,364.24,246.39,610.63,203.54,83.0, sdumont6167,4257290.52
1563.0,6480,72,3005100.0,157436.0,154669.3330078125,3005360.0,1495.04,4341.76,1495.04,4352.0,1.0,0,97.0,259.0,1000bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371261.0,1000,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,23046.24,16246.43,39292.66,324.59,228.82,553.42,184.47,71.0, sdumont6166,2829071.5200000005
1756.0,7200,80,3005013.3330078125,155344.0,154096.0,3005248.0,1495.04,4341.76,1495.04,4352.0,1.0,0,19.0,31.0,1000bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371263.0,1000,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,28453.07,19237.41,47690.48,360.17,243.51,603.68,201.23,79.0, sdumont6166,3815238.4
1686.0,7380,82,3005002.666015625,153472.0,153320.0,3005068.0,1484.8,4331.52,1495.04,4331.52,1.0,0,21.0,27.0,1000bs-3n-30th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371265.0,1000,1,30,187026,DENV_1-colombia-BVBRC_genome_sequence,28000.47,19137.29,47137.76,345.68,236.26,581.95,193.98,81.0, sdumont6166,3865296.32
0.0,1188,11,265348.0,3140.0,3126.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371267.0,100,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,2964.66,2588.39,5553.04,296.47,258.84,555.3,185.1,10.0, sdumont6166,61083.44
0.0,1188,11,265348.0,3124.0,3105.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371269.0,100,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,3016.79,2602.33,5619.12,301.68,260.23,561.91,187.3,10.0, sdumont6165,61810.32
0.0,1188,11,265348.0,3128.0,3086.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371270.0,100,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,2975.08,2564.6,5539.68,297.51,256.46,553.97,184.66,10.0, sdumont6165,60936.48
0.0,1404,13,265348.0,3152.0,3110.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371273.0,100,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,3506.99,2984.94,6491.94,327.49,279.12,606.61,202.2,10.67, sdumont6165,84395.22
0.0,2592,24,265348.0,3148.0,3112.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371274.0,100,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,7846.34,6778.17,14624.51,341.15,294.7,635.85,211.95,23.0, sdumont6165,350988.24
3151.0,12852,119,3560941.3330078125,155500.0,155469.3330078125,3633576.0,1740.8,4321.28,1740.8,4321.28,4.0,0,26.0,38.0,1000bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371276.0,1000,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,42993.14,36969.49,79962.63,368.6,316.91,685.51,228.5,116.67, sdumont6165,9515552.97
3161.0,10908,101,3410554.666015625,164016.0,160212.0,3410760.0,1720.32,4362.24,1730.56,4372.48,1.0,0,23.0,30.0,1000bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371278.0,1000,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,35994.99,30624.72,66619.71,364.78,310.36,675.14,225.05,98.67, sdumont6165,6728590.710000001
3171.0,10152,94,3410554.666015625,160316.0,156805.3330078125,3410788.0,1720.32,4362.24,1740.8,4372.48,1.0,0,28.0,34.0,1000bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371279.0,1000,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,33495.34,28527.78,62023.12,360.16,306.75,666.92,222.31,93.0, sdumont6165,5830173.28
2115.0,8100,75,3410505.3330078125,156280.0,154580.0,3410788.0,1495.04,4341.76,1495.04,4352.0,1.0,0,18.0,24.0,1000bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371281.0,1000,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,25521.69,21702.92,47224.61,344.89,293.28,638.17,212.72,74.0, sdumont6165,3541845.75
5254.0,17172,159,3414232.0,166164.0,161420.0,3416100.0,2201.6,4362.24,2201.6,4362.24,1.0,0,23.0,27.0,1000bs-3n-36th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371284.0,1000,1,36,187026,DENV_1-colombia-BVBRC_genome_sequence,58882.87,50831.26,109714.12,373.44,322.39,695.83,231.94,157.67, sdumont6165,17444545.08
0.0,1764,14,265348.0,3184.0,3157.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371285.0,100,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,3784.5,3479.13,7263.63,307.6,282.47,590.07,196.69,12.33, sdumont6165,101690.82
0.0,1386,11,265348.0,3152.0,2446.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371286.0,100,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,2994.15,2694.77,5688.91,322.38,289.86,612.24,204.08,9.33, sdumont6165,62578.01
0.0,1638,13,265348.0,3172.0,2458.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371287.0,100,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,3810.28,3480.31,7290.59,337.12,307.59,644.71,214.9,11.33, sdumont6165,94777.67
0.0,1890,15,265348.0,3128.0,2420.0,265348.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,100bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371290.0,100,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,4323.41,3961.58,8284.99,341.49,312.5,653.99,218.0,12.67, sdumont6165,124274.85
0.0,1638,13,265348.0,3188.0,3154.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371291.0,100,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,3823.81,3499.05,7322.86,338.17,309.14,647.31,215.77,11.33, sdumont6165,95197.18
3699.0,12348,98,3819946.666015625,165868.0,160090.666015625,3821884.0,1710.08,4362.24,1720.32,4362.24,1.0,0,31.0,47.0,1000bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371293.0,1000,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,34869.88,31664.87,66534.75,362.02,328.7,690.73,230.24,96.33, sdumont6165,6520405.5
2455.0,11466,91,3817950.666015625,156008.0,155024.0,3821708.0,1484.8,4321.28,1495.04,4321.28,1.0,0,25.0,27.0,1000bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371295.0,1000,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,31367.33,28495.0,59862.33,355.16,322.58,677.74,225.91,88.33, sdumont6165,5447472.03
2457.0,9828,78,3816113.333007813,156300.0,155296.0,3816196.0,1495.04,4341.76,1495.04,4352.0,1.0,0,21.0,23.0,1000bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371296.0,1000,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,26952.8,24287.52,51240.32,353.2,318.21,671.41,223.8,76.33, sdumont6165,3996744.96
2465.0,11214,89,3816146.666015625,161984.0,158441.3330078125,3816296.0,1495.04,4331.52,1495.04,4341.76,1.0,0,22.0,26.0,1000bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371297.0,1000,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,31018.97,27963.38,58982.35,355.26,320.22,675.47,225.16,87.33, sdumont6165,5249429.149999999
3704.0,11592,92,3816105.333007813,162020.0,157208.0,3816372.0,1751.04,4392.96,1822.72,4454.4,1.0,0,27.0,29.0,1000bs-3n-42th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371298.0,1000,1,42,187026,DENV_1-colombia-BVBRC_genome_sequence,32334.54,29314.42,61648.95,358.01,324.52,682.53,227.51,90.33, sdumont6165,5671703.399999999
0.0,2016,14,265348.0,3188.0,3150.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371301.0,100,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,3744.11,3699.24,7443.36,312.01,308.27,620.28,206.76,12.0, sdumont6165,104207.04
0.0,1728,12,265348.0,3168.0,3140.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371302.0,100,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,2937.9,2914.47,5852.37,293.79,291.45,585.24,195.08,10.0, sdumont6165,70228.44
0.0,1872,13,265348.0,3168.0,3164.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371304.0,100,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,3618.66,3656.6,7275.26,328.97,332.42,661.39,220.46,11.0, sdumont6166,94578.38
0.0,2304,16,265348.0,3184.0,2453.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371305.0,100,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,5320.42,5316.06,10636.48,371.81,371.57,743.37,247.79,14.33, sdumont6166,170183.68
0.0,1872,13,265348.0,3172.0,2454.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371306.0,100,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,3709.81,3763.49,7473.3,328.12,332.99,661.1,220.37,11.33, sdumont6166,97152.9
4235.0,15120,105,4373785.3330078125,160452.0,157798.666015625,4450008.0,1740.8,4352.0,1751.04,4362.24,1.0,0,49.0,61.0,1000bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371307.0,1000,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,37148.58,37561.66,74710.24,360.67,364.68,725.34,241.78,103.0, sdumont6166,7844575.2
4150.0,14832,103,4221553.3330078125,156164.0,155981.3330078125,4221692.0,1740.8,4352.0,1740.8,4362.24,1.0,0,46.0,57.0,1000bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371308.0,1000,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,36361.86,36495.12,72856.97,358.89,360.2,719.09,239.7,101.33, sdumont6166,7504267.91
9837.0,31248,217,4221572.0,164208.0,162784.0,4221748.0,2723.84,4403.2,2795.52,4454.4,1.0,0,31.0,41.0,1000bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371309.0,1000,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,81538.43,81737.77,163276.2,383.39,384.32,767.72,255.91,212.67, sdumont6166,35430935.400000006
4230.0,16128,112,4221560.0,157948.0,155818.666015625,4221692.0,1740.8,4341.76,1751.04,4352.0,1.0,0,42.0,50.0,1000bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371310.0,1000,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,40366.51,40256.41,80622.92,369.25,368.24,737.49,245.83,109.33, sdumont6165,9029767.04
8426.0,27504,191,4221568.0,159852.0,157360.0,4221640.0,2457.6,4372.48,2457.6,4372.48,1.0,0,41.0,48.0,1000bs-3n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,3,11371311.0,1000,1,48,187026,DENV_1-colombia-BVBRC_genome_sequence,71792.97,71794.92,143587.89,379.86,379.87,759.72,253.24,189.0, sdumont6165,27425286.99
0.0,128,16,265348.0,3136.0,3114.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371313.0,100,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,2669.68,2194.82,4864.5,177.98,146.32,324.3,81.07,15.0, sdumont6165,77832.0
0.0,80,10,265348.0,3124.0,3115.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371314.0,100,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,989.75,667.13,1656.88,197.95,133.43,331.38,82.84,5.0, sdumont6165,16568.800000000003
0.0,56,7,265348.0,3152.0,3099.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371315.0,100,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,884.34,640.53,1524.87,147.39,106.75,254.15,63.54,6.0, sdumont6165,10674.09
0.0,48,6,265348.0,3216.0,3188.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371316.0,100,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,981.09,691.55,1672.64,196.22,138.31,334.53,83.63,5.0, sdumont6165,10035.84
0.0,40,5,265348.0,3300.0,3230.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371317.0,100,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,485.84,342.37,828.22,121.46,85.59,207.05,51.76,4.0, sdumont6165,4141.1
88.0,528,66,1109569.0,152460.0,147495.0,1112660.0,1525.76,4321.28,1525.76,4321.28,1.0,0,0.0,0.0,1000bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371319.0,1000,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,13762.98,10020.02,23783.0,218.46,159.05,377.51,94.38,63.0, sdumont6165,1569678.0
50.0,392,49,1109513.0,148604.0,145881.0,1112512.0,1280.0,4290.56,1290.24,4290.56,1.0,0,0.0,0.0,1000bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371323.0,1000,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,10971.94,7546.43,18518.37,233.45,160.56,394.01,98.5,47.0, sdumont6166,907400.13
139.0,1160,145,1109584.0,155104.0,149170.0,1112648.0,2007.04,4290.56,2007.04,4290.56,1.0,0,0.0,0.0,1000bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371324.0,1000,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,30956.43,23084.73,54041.16,214.98,160.31,375.29,93.82,144.0, sdumont6166,7835968.2
45.0,432,54,1109576.0,150304.0,146551.0,1112632.0,1280.0,4270.08,1290.24,4270.08,1.0,0,0.0,0.0,1000bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371325.0,1000,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,11843.62,8220.81,20064.43,232.23,161.19,393.42,98.36,51.0, sdumont6166,1083479.22
51.0,376,47,1109513.0,148648.0,146094.0,1112512.0,1280.0,4290.56,1290.24,4300.8,1.0,0,0.0,0.0,1000bs-4n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371326.0,1000,1,2,187026,DENV_1-colombia-BVBRC_genome_sequence,10722.99,7371.22,18094.21,233.11,160.24,393.35,98.34,46.0, sdumont6166,850427.87
0.0,264,11,265348.0,3128.0,2586.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371327.0,100,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,2693.8,1412.61,4106.41,269.38,141.26,410.64,102.66,10.0, sdumont6166,45170.51
0.0,144,6,265348.0,3164.0,2073.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371328.0,100,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,1267.23,659.95,1927.18,253.45,131.99,385.44,96.36,5.0, sdumont6166,11563.08
0.0,192,8,265348.0,3152.0,3120.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371329.0,100,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,1882.68,998.78,2881.45,268.95,142.68,411.64,102.91,7.0, sdumont6165,23051.6
0.0,120,5,265348.0,3116.0,3095.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371331.0,100,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,1138.57,590.65,1729.22,284.64,147.66,432.31,108.08,4.0, sdumont6166,8646.1
0.0,144,6,265348.0,3140.0,3089.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371332.0,100,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,1329.73,688.42,2018.15,265.95,137.68,403.63,100.91,5.0, sdumont6166,12108.9
159.0,1152,48,1381203.0,153944.0,148987.0,1388696.0,1280.0,4280.32,1290.24,4280.32,1.0,0,2.0,3.0,1000bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371333.0,1000,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,14929.65,7565.86,22495.5,317.65,160.98,478.63,119.66,47.0, sdumont6166,1079784.0
309.0,2016,84,1379716.0,150924.0,147823.0,1382880.0,1525.76,4290.56,1525.76,4290.56,1.0,0,1.0,1.0,1000bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371334.0,1000,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,25600.74,13232.85,38833.59,308.44,159.43,467.87,116.97,83.0, sdumont6166,3262021.56
165.0,912,38,1379714.0,148896.0,147318.0,1382748.0,1280.0,4311.04,1290.24,4321.28,3.0,0,0.0,2.0,1000bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371343.0,1000,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,11591.15,5932.37,17523.52,313.27,160.33,473.61,118.4,37.0, sdumont6165,665893.76
157.0,1200,50,1379680.0,148908.0,146328.0,1382620.0,1280.0,4270.08,1290.24,4270.08,1.0,0,0.0,2.0,1000bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371352.0,1000,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,15019.19,7757.9,22777.1,306.51,158.32,464.84,116.21,49.0, sdumont6165,1138855.0
167.0,744,31,1379754.0,152908.0,147795.0,1382768.0,1331.2,4372.48,1495.04,4526.08,1.0,0,2.0,3.0,1000bs-4n-6th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371353.0,1000,1,6,187026,DENV_1-colombia-BVBRC_genome_sequence,9576.76,4823.36,14400.12,319.23,160.78,480.0,120.0,30.0, sdumont6165,446403.72
0.0,528,11,265348.0,1040.0,1036.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-12th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371354.0,100,1,12,187026,DENV_1-colombia-BVBRC_genome_sequence,3278.71,1318.68,4597.39,327.87,131.87,459.74,114.93,10.0, sdumont6165,50571.29
0.0,384,8,265348.0,3180.0,2105.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-4n-12th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,4,11371355.0,100,1,12,187026,DENV_1-colombia-BVBRC_genome_sequence,2536.1,1004.14,3540.23,362.3,143.45,505.75,126.44,7.0, sdumont6165,28321.84
