AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Bootstrap,Thread,Tamanho,Nome do Arquivo,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),NodeList,EDP
702.0,792,33,2587216.0,142764.0,142764.0,2587216.0,1249.28,4259.84,1249.28,4259.84,1.0,0,25.0,25.0,100bs-1n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,1,11307399.0,100,24,242689,DENV_2-mexico-BVBRC_genome_sequence,3871.11,1070.53,4941.63,124.87,34.53,159.41,159.41,31.0, sdumont6068,163073.79
57.0,106,53,1100800.0,139180.0,139180.0,1100800.0,1249.28,4239.36,1249.28,4239.36,1.0,0,0.0,0.0,100bs-1n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,1,11307402.0,100,2,242689,DENV_2-mexico-BVBRC_genome_sequence,2728.8,1943.38,4672.18,52.48,37.37,89.85,89.85,52.0, sdumont6165,247625.54
2808.0,3408,71,4209632.0,147956.0,147956.0,4209632.0,1433.6,4259.84,1433.6,4259.84,1.0,0,21.0,21.0,100bs-1n-48th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307406.0,100,48,287037,DENV_2-peru-BVBRC_genome_sequence,7406.56,7843.82,15250.38,107.34,113.68,221.02,221.02,69.0, sdumont6165,1082776.98
692.0,864,36,2587460.0,143348.0,143348.0,2587460.0,1331.2,4259.84,1331.2,4259.84,1.0,0,12.0,12.0,100bs-1n-24th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307413.0,100,24,287037,DENV_2-peru-BVBRC_genome_sequence,3529.37,1324.78,4854.15,103.81,38.96,142.77,142.77,34.0, sdumont6165,174749.4
58.0,66,33,1100868.0,138968.0,138968.0,1100868.0,1331.2,4270.08,1331.2,4270.08,1.0,0,0.0,0.0,100bs-1n-2th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307416.0,100,2,287037,DENV_2-peru-BVBRC_genome_sequence,1494.19,1092.34,2586.53,46.69,34.14,80.83,80.83,32.0, sdumont6165,85355.49
1393.0,2640,55,4209344.0,143540.0,143540.0,4209344.0,1228.8,4239.36,1228.8,4239.36,1.0,0,22.0,22.0,100bs-1n-48th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307418.0,100,48,231143,DENV_3-colombia-BVBRC_genome_sequence,5819.97,6043.24,11863.21,109.81,114.02,223.83,223.83,53.0, sdumont6165,652476.5499999999
702.0,768,32,2587004.0,144172.0,144172.0,2587004.0,1228.8,4259.84,1228.8,4259.84,1.0,0,28.0,28.0,100bs-1n-24th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307420.0,100,24,231143,DENV_3-colombia-BVBRC_genome_sequence,2950.92,1094.71,4045.64,98.36,36.49,134.85,134.85,30.0, sdumont6165,129460.48
55.0,74,37,1100568.0,140472.0,140472.0,1100568.0,1228.8,4249.6,1228.8,4249.6,1.0,0,0.0,0.0,100bs-1n-2th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307424.0,100,2,231143,DENV_3-colombia-BVBRC_genome_sequence,1761.15,1290.46,3051.61,48.92,35.85,84.77,84.77,36.0, sdumont6165,112909.57
2819.0,2976,62,4209420.0,145996.0,145996.0,4209420.0,1443.84,4311.04,1443.84,4311.04,1.0,0,38.0,38.0,100bs-1n-48th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307443.0,100,48,272549,DENV_4-usa-BVBRC_genome_sequence,6588.55,6849.39,13437.94,109.81,114.16,223.97,223.97,60.0, sdumont6165,833152.28
614.0,840,35,2587268.0,143368.0,143368.0,2587268.0,1300.48,4259.84,1300.48,4259.84,1.0,0,264.0,264.0,100bs-1n-24th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307449.0,100,24,272549,DENV_4-usa-BVBRC_genome_sequence,3634.61,1333.23,4967.83,110.14,40.4,150.54,150.54,33.0, sdumont6167,173874.05
0.0,56,28,265348.0,3156.0,3156.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-2th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307456.0,100,2,272549,DENV_4-usa-BVBRC_genome_sequence,1486.68,1080.14,2566.82,55.06,40.01,95.07,95.07,27.0, sdumont6165,71870.96
2435.0,21600,90,4220198.399414063,161028.0,157832.7998046875,4222612.0,1648.64,4218.88,1812.48,4229.12,95812.0,0,23.0,47.0,100bs-5n-48th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11307526.0,100,48,377019,DENV_1-usa-BVBRC_genome_sequence,50107.49,48658.64,98766.13,579.93,563.24,1143.17,228.63,86.4, sdumont6082,8888951.700000001
0.0,3600,30,303000.7998046875,5132.0,1856.0,453612.0,317.44,849.92,1597.44,4229.12,95611.0,0,0.0,0.0,100bs-5n-24th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11307527.0,100,24,377019,DENV_1-usa-BVBRC_genome_sequence,12480.94,3867.03,16347.96,567.32,175.77,743.09,148.62,22.0, sdumont6082,490438.8
177.0,1700,170,1112370.3994140625,156088.0,152226.3994140625,1114832.0,1863.68,4239.36,1904.64,4280.32,95346.0,0,0.0,0.0,100bs-5n-2th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11307529.0,100,2,377019,DENV_1-usa-BVBRC_genome_sequence,39050.18,27506.04,66556.22,256.91,180.96,437.87,87.57,152.0, sdumont6082,11314557.4
0.0,4800,20,265348.0,3120.0,3105.599609375,265348.0,0.0,0.0,0.0,0.0,94614.0,0,0.0,0.0,100bs-5n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu,5,11307535.0,100,48,242689,DENV_2-mexico-BVBRC_genome_sequence,8732.12,8490.06,17222.18,475.13,461.54,936.67,187.33,18.4, sdumont6082,344443.6
54.0,360,36,1110920.0,151860.0,148164.0,1113400.0,1249.28,4218.88,1269.76,4229.12,94078.0,0,0.0,0.0,100bs-5n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu,5,11307538.0,100,2,242689,DENV_2-mexico-BVBRC_genome_sequence,9449.16,5962.04,15411.19,286.34,180.67,467.01,93.4,33.0, sdumont6082,554802.84
12696.0,78720,328,4219648.0,164584.0,159626.3994140625,4222100.0,2181.12,4229.12,2211.84,4229.12,93844.0,0,27.0,35.0,100bs-5n-48th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu,5,11307541.0,100,48,287037,DENV_2-peru-BVBRC_genome_sequence,199660.8,194081.9,393742.71,610.58,593.52,1204.11,240.82,327.0, sdumont6082,129147608.88000001
0.0,5040,21,265348.0,3168.0,2732.0,265348.0,0.0,0.0,0.0,0.0,93407.0,0,0.0,0.0,100bs-5n-48th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu,5,11307550.0,100,48,231143,DENV_3-colombia-BVBRC_genome_sequence,9171.11,8850.67,18021.78,482.69,465.82,948.51,189.7,19.0, sdumont6086,378457.38
0.0,2040,17,265348.0,1036.0,1034.3994140625,265348.0,0.0,0.0,0.0,0.0,93139.0,0,0.0,0.0,100bs-5n-24th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu,5,11307551.0,100,24,231143,DENV_3-colombia-BVBRC_genome_sequence,8952.01,2737.86,11689.87,559.5,171.12,730.62,146.12,16.0, sdumont6086,198727.79
0.0,7200,30,265348.0,3176.0,3100.7998046875,265348.0,0.0,0.0,0.0,0.0,91641.0,0,0.0,0.0,100bs-5n-48th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu,5,11307559.0,100,48,272549,DENV_4-usa-BVBRC_genome_sequence,16111.78,15581.53,31693.31,575.42,556.48,1131.9,226.38,28.0, sdumont6081,950799.3
11859.0,13104,273,4209004.0,153892.0,153892.0,4209004.0,1126.4,4679.68,1126.4,4679.68,1.0,0,269.0,269.0,1000bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307566.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,25644.43,27110.22,52754.65,94.63,100.04,194.67,194.67,271.0, sdumont6165,14402019.450000001
2840.0,3216,134,2586804.0,151300.0,151300.0,2586804.0,1075.2,4638.72,1075.2,4638.72,1.0,0,16.0,16.0,1000bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307568.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,14303.72,5208.91,19512.63,107.55,39.16,146.71,146.71,133.0, sdumont6165,2614692.42
220.0,274,137,1100140.0,140196.0,140196.0,1100140.0,1075.2,4618.24,1075.2,4618.24,2.0,0,0.0,0.0,1000bs-1n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307571.0,1000,2,187026,DENV_1-colombia-BVBRC_genome_sequence,6803.35,5024.1,11827.46,50.02,36.94,86.97,86.97,136.0, sdumont6165,1620362.0199999998
17123.0,17616,367,4209192.0,159296.0,159296.0,4209192.0,1157.12,4689.92,1157.12,4689.92,9.0,0,22.0,22.0,1000bs-1n-48th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307573.0,1000,48,198574,DENV_2-colombia-BVBRC_genome_sequence,41264.73,43161.69,84426.41,113.36,118.58,231.94,231.94,364.0, sdumont6165,30984492.470000003
4266.0,5040,210,2586888.0,150160.0,150160.0,2586888.0,1116.16,4628.48,1116.16,4628.48,14.0,0,15.0,15.0,1000bs-1n-24th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307574.0,1000,24,198574,DENV_2-colombia-BVBRC_genome_sequence,21739.8,7638.57,29378.37,104.02,36.55,140.57,140.57,209.0, sdumont6165,6169457.7
572.0,616,308,1100424.0,143048.0,143048.0,1100424.0,1146.88,4679.68,1146.88,4679.68,1.0,0,0.0,0.0,1000bs-1n-2th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307577.0,1000,2,198574,DENV_2-colombia-BVBRC_genome_sequence,17348.68,12546.15,29894.83,56.51,40.87,97.38,97.38,307.0, sdumont6165,9207607.64
