AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Bootstrap,Thread,Tamanho,Nome do Arquivo,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),NodeList,EDP
27144.0,28464,593,4209560.0,156724.0,156724.0,4209560.0,1310.72,4730.88,1310.72,4730.88,19.0,0,19.0,19.0,1000bs-1n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,1,11307581.0,1000,48,242689,DENV_2-mexico-BVBRC_genome_sequence,61666.7,64810.17,126476.87,104.52,109.85,214.37,214.37,590.0, sdumont6165,75000783.91
7541.0,8400,350,2587380.0,151404.0,151404.0,2587380.0,1249.28,4730.88,1249.28,4730.88,9.0,0,259.0,259.0,1000bs-1n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,1,11307590.0,1000,24,242689,DENV_2-mexico-BVBRC_genome_sequence,38374.4,13231.69,51606.09,111.23,38.35,149.58,149.58,345.0, sdumont6167,18062131.5
983.0,1070,535,1100920.0,147744.0,147744.0,1100920.0,1290.24,4730.88,1290.24,4730.88,1.0,0,0.0,0.0,1000bs-1n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,1,11307601.0,1000,2,242689,DENV_2-mexico-BVBRC_genome_sequence,27909.19,20099.92,48009.1,52.26,37.64,89.9,89.9,534.0, sdumont6165,25684868.5
30025.0,30528,636,4209652.0,151028.0,151028.0,4209652.0,1413.12,4812.8,1413.12,4812.8,14.0,0,50.0,50.0,1000bs-1n-48th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307604.0,1000,48,287037,DENV_2-peru-BVBRC_genome_sequence,67912.79,71225.72,139138.51,107.46,112.7,220.16,220.16,632.0, sdumont6165,88492092.36
7864.0,7968,332,2587452.0,152100.0,152100.0,2587452.0,1331.2,4812.8,1331.2,4812.8,19.0,0,20.0,20.0,1000bs-1n-24th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307615.0,1000,24,287037,DENV_2-peru-BVBRC_genome_sequence,35357.51,12724.18,48081.69,106.82,38.44,145.26,145.26,331.0, sdumont6165,15963121.08
571.0,654,327,1100872.0,145080.0,145080.0,1100872.0,1320.96,4761.6,1320.96,4761.6,26.0,0,0.0,0.0,1000bs-1n-2th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu_dev,1,11307619.0,1000,2,287037,DENV_2-peru-BVBRC_genome_sequence,17107.94,12497.5,29605.44,52.48,38.34,90.81,90.81,326.0, sdumont6165,9680978.879999999
24289.0,25920,540,4209348.0,155320.0,155320.0,4209348.0,1269.76,4710.4,1269.76,4710.4,31.0,0,36.0,36.0,1000bs-1n-48th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307624.0,1000,48,231143,DENV_3-colombia-BVBRC_genome_sequence,54140.35,56831.1,110971.45,100.63,105.63,206.27,206.27,538.0, sdumont6165,59924583.0
6420.0,7080,295,2587012.0,146244.0,146244.0,2587012.0,1208.32,4689.92,1208.32,4689.92,19.0,0,10.0,10.0,1000bs-1n-24th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307628.0,1000,24,231143,DENV_3-colombia-BVBRC_genome_sequence,28232.39,10266.66,38499.05,96.36,35.04,131.4,131.4,293.0, sdumont6165,11357219.75
628.0,724,362,1100576.0,144780.0,144780.0,1100576.0,1228.8,4710.4,1228.8,4710.4,29.0,0,0.0,0.0,1000bs-1n-2th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11307630.0,1000,2,231143,DENV_3-colombia-BVBRC_genome_sequence,17201.93,12505.63,29707.56,49.72,36.14,85.86,85.86,346.0, sdumont6165,10754136.72
22895.0,24144,503,4209740.0,153304.0,153304.0,4209740.0,1341.44,4782.08,1341.44,4782.08,5.0,0,29.0,29.0,1000bs-1n-48th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307636.0,1000,48,272549,DENV_4-usa-BVBRC_genome_sequence,54083.45,56583.51,110666.96,107.95,112.94,220.89,220.89,501.0, sdumont6165,55665480.88
6430.0,6600,275,2587276.0,152244.0,152244.0,2587276.0,1290.24,4792.32,1290.24,4792.32,12.0,0,14.0,14.0,1000bs-1n-24th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307638.0,1000,24,272549,DENV_4-usa-BVBRC_genome_sequence,28248.05,10219.18,38467.22,103.47,37.43,140.91,140.91,273.0, sdumont6165,10578485.5
509.0,558,279,1100828.0,145016.0,145016.0,1100828.0,1290.24,4782.08,1290.24,4782.08,18.0,0,0.0,0.0,1000bs-1n-2th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307639.0,1000,2,272549,DENV_4-usa-BVBRC_genome_sequence,13766.82,10059.45,23826.28,49.52,36.19,85.71,85.71,278.0, sdumont6165,6647532.12
37187.0,38496,802,4210024.0,151040.0,151040.0,4210024.0,1617.92,4925.44,1617.92,4925.44,7.0,0,22.0,22.0,1000bs-1n-48th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307640.0,1000,48,377019,DENV_1-usa-BVBRC_genome_sequence,88238.02,92700.84,180938.86,110.3,115.88,226.17,226.17,800.0, sdumont6165,145112965.72
12881.0,13080,545,2588032.0,147304.0,147304.0,2588032.0,1556.48,4935.68,1556.48,4935.68,29.0,0,14.0,14.0,1000bs-1n-24th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307641.0,1000,24,377019,DENV_1-usa-BVBRC_genome_sequence,65754.91,22863.76,88618.67,121.1,42.11,163.2,163.2,543.0, sdumont6165,48297175.15
2157.0,2236,1118,1102376.0,145608.0,145608.0,1102376.0,1720.32,4935.68,1720.32,4935.68,15.0,0,0.0,0.0,1000bs-1n-2th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu_dev,1,11307642.0,1000,2,377019,DENV_1-usa-BVBRC_genome_sequence,63613.33,45013.63,108626.97,56.95,40.3,97.25,97.25,1117.0, sdumont6165,121444952.46000001
22008.0,22704,946,2588772.0,152420.0,152420.0,2588772.0,1884.16,5068.8,1884.16,5068.8,1.0,0,262.0,262.0,1000bs-1n-24th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu_dev,1,11307661.0,1000,24,484520,DENV_1-brazil-BVBRC_genome_sequence,109482.33,37827.82,147310.15,115.85,40.03,155.88,155.88,945.0, sdumont6165,139355401.9
2767.0,17040,71,4219078.399414063,159616.0,155172.7998046875,4221556.0,1136.64,4300.8,1146.88,4300.8,361.0,0,97.0,172.0,1000bs-5n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308274.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,36447.67,36070.98,72518.66,534.45,528.9,1063.36,212.67,68.2, sdumont6082,5148824.86
690.0,4200,35,2596924.0,153620.0,151481.599609375,2599388.0,1095.68,4290.56,1095.68,4290.56,537.0,0,24.0,29.0,1000bs-5n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308277.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,18510.92,6315.57,24826.49,544.44,185.75,730.19,146.04,34.0, sdumont6082,868927.15
51.0,380,38,1110163.19921875,148444.0,146413.599609375,1112516.0,1095.68,4290.56,1095.68,4290.56,655.0,0,0.0,0.0,1000bs-5n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308281.0,1000,2,187026,DENV_1-colombia-BVBRC_genome_sequence,9104.92,6171.42,15276.34,252.91,171.43,424.34,84.87,36.0, sdumont6082,580500.92
4107.0,26640,111,4219226.399414063,162184.0,156237.599609375,4221784.0,1208.32,4300.8,1218.56,4311.04,537.0,0,36.0,53.0,1000bs-5n-48th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308282.0,1000,48,198574,DENV_2-colombia-BVBRC_genome_sequence,60645.19,60175.36,120820.55,561.53,557.18,1118.71,223.74,108.0, sdumont6082,13411081.05
694.0,6360,53,2596969.599609375,154580.0,151360.7998046875,2599324.0,1116.16,4259.84,1116.16,4270.08,367.0,0,22.0,27.0,1000bs-5n-24th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308287.0,1000,24,198574,DENV_2-colombia-BVBRC_genome_sequence,31498.32,10419.9,41918.22,617.61,204.31,821.93,164.39,51.0, sdumont6082,2221665.66
102.0,850,85,1110533.599609375,149244.0,147197.599609375,1112980.0,1167.36,4280.32,1167.36,4290.56,197.0,0,0.0,0.0,1000bs-5n-2th-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308290.0,1000,2,198574,DENV_2-colombia-BVBRC_genome_sequence,24069.58,15951.79,40021.36,289.99,192.19,482.19,96.44,83.0, sdumont6082,3401815.6
7081.0,37200,155,4219524.0,166756.0,158859.19921875,4221996.0,1392.64,4321.28,1392.64,4321.28,28.0,0,37.0,59.0,1000bs-5n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu,5,11308292.0,1000,48,242689,DENV_2-mexico-BVBRC_genome_sequence,92685.86,92353.51,185039.37,608.18,605.93,1214.11,242.82,152.4, sdumont6082,28681102.349999998
2095.0,13800,115,2597249.599609375,153408.0,151298.3994140625,2599732.0,1300.48,4290.56,1300.48,4290.56,33.0,0,16.0,20.0,1000bs-5n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu,5,11308302.0,1000,24,242689,DENV_2-mexico-BVBRC_genome_sequence,70471.0,22329.89,92800.89,618.17,195.88,814.04,162.81,114.0, sdumont6082,10672102.35
209.0,1310,131,1111004.0,153720.0,151515.19921875,1113384.0,1341.44,4311.04,1351.68,4311.04,26.0,0,19.0,98.0,1000bs-5n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu,5,11308306.0,1000,2,242689,DENV_2-mexico-BVBRC_genome_sequence,36890.33,24920.04,61810.37,283.77,191.69,475.46,95.09,130.0, sdumont6081,8097158.470000001
8491.0,49680,207,4219763.19921875,160932.0,158210.3994140625,4222248.0,1525.76,4321.28,1536.0,4331.52,64.0,0,37.0,55.0,1000bs-5n-48th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu,5,11308307.0,1000,48,287037,DENV_2-peru-BVBRC_genome_sequence,126306.54,127007.14,253313.68,616.75,620.15,1236.9,247.38,204.8, sdumont6081,52435931.76
2107.0,11520,96,2597457.599609375,156252.0,153004.0,2599920.0,1382.4,4331.52,1382.4,4331.52,90.0,0,26.0,38.0,1000bs-5n-24th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu,5,11308308.0,1000,24,287037,DENV_2-peru-BVBRC_genome_sequence,56627.41,19140.92,75768.33,596.08,201.48,797.56,159.51,95.0, sdumont6081,7273759.68
140.0,1120,112,1110935.19921875,157616.0,150360.0,1113336.0,1382.4,4311.04,1382.4,4311.04,30.0,0,0.0,0.0,1000bs-5n-2th-287037s-DENV_2-peru-BVBRC_genome_sequence,sequana_cpu,5,11308309.0,1000,2,287037,DENV_2-peru-BVBRC_genome_sequence,29429.25,20784.23,50213.49,265.13,187.25,452.37,90.47,111.0, sdumont6081,5623910.88
8458.0,45120,188,4219456.0,165284.0,160668.0,4221920.0,1423.36,4311.04,1423.36,4321.28,23.0,0,32.0,42.0,1000bs-5n-48th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308312.0,1000,48,231143,DENV_3-colombia-BVBRC_genome_sequence,112119.05,113536.17,225655.22,599.57,607.15,1206.71,241.34,187.0, sdumont6081,42423181.36
1961.0,11160,93,2597130.3994140625,162840.0,155885.599609375,2599588.0,1290.24,4331.52,1351.68,4392.96,26.0,0,36.0,122.0,1000bs-5n-24th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308313.0,1000,24,231143,DENV_3-colombia-BVBRC_genome_sequence,51612.61,18183.61,69796.22,561.01,197.65,758.65,151.73,92.0, sdumont6081,6491048.46
144.0,1080,108,1110692.7998046875,152884.0,149184.7998046875,1113144.0,1269.76,4300.8,1280.0,4300.8,21.0,0,43.0,213.0,1000bs-5n-2th-231143s-DENV_3-colombia-BVBRC_genome_sequence,sequana_cpu,5,11308317.0,1000,2,231143,DENV_3-colombia-BVBRC_genome_sequence,29475.22,20742.19,50217.41,288.41,202.98,491.39,98.28,102.2, sdumont6081,5423480.28
5639.0,32400,135,4219618.399414063,166916.0,158267.19921875,4222024.0,1402.88,4321.28,1402.88,4331.52,158.0,0,29.0,39.0,1000bs-5n-48th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu,5,11308335.0,1000,48,272549,DENV_4-usa-BVBRC_genome_sequence,79312.69,79612.92,158925.62,599.1,601.36,1200.46,240.09,132.4, sdumont6083,21454958.7
2095.0,12600,105,2597354.3994140625,153888.0,151467.19921875,2599812.0,1351.68,4311.04,1361.92,4311.04,185.0,0,20.0,26.0,1000bs-5n-24th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu,5,11308339.0,1000,24,272549,DENV_4-usa-BVBRC_genome_sequence,63583.62,21148.63,84732.25,616.15,204.9,821.05,164.21,103.2, sdumont6083,8896886.25
128.0,1000,100,1110801.599609375,151320.0,147679.19921875,1113260.0,1351.68,4311.04,1361.92,4311.04,51.0,0,47.0,236.0,1000bs-5n-2th-272549s-DENV_4-usa-BVBRC_genome_sequence,sequana_cpu,5,11308346.0,1000,2,272549,DENV_4-usa-BVBRC_genome_sequence,25702.68,18418.4,44121.08,259.62,186.04,445.67,89.13,99.0, sdumont6082,4412108.0
9938.0,57120,238,4220274.399414063,168908.0,163254.3994140625,4222684.0,1751.04,4341.76,1751.04,4362.24,55.0,0,34.0,57.0,1000bs-5n-48th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11308348.0,1000,48,377019,DENV_1-usa-BVBRC_genome_sequence,143360.95,144565.7,287926.65,607.46,612.57,1220.03,244.01,236.0, sdumont6083,68526542.7
2828.0,16800,140,2598016.7998046875,165812.0,159596.0,2600500.0,1607.68,4341.76,1607.68,4341.76,21.0,0,22.0,27.0,1000bs-5n-24th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11308352.0,1000,24,377019,DENV_1-usa-BVBRC_genome_sequence,83038.97,27669.28,110708.25,599.98,199.91,799.89,159.98,138.4, sdumont6103,15499155.0
474.0,2950,295,1112515.19921875,160568.0,156852.7998046875,1115036.0,1853.44,4352.0,1853.44,4352.0,20.0,0,4.0,23.0,1000bs-5n-2th-377019s-DENV_1-usa-BVBRC_genome_sequence,sequana_cpu,5,11308354.0,1000,2,377019,DENV_1-usa-BVBRC_genome_sequence,87194.4,58407.6,145602.0,296.58,198.67,495.24,99.05,294.0, sdumont6103,42952590.0
17915.0,94320,393,4266629.599609375,170188.0,165498.3994140625,4451632.0,2385.92,4526.08,2928.64,5058.56,218.0,0,96.0,326.0,1000bs-5n-48th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11308356.0,1000,48,484520,DENV_1-brazil-BVBRC_genome_sequence,231409.19,228959.3,460368.49,594.22,587.97,1182.2,236.44,389.4, sdumont6107,180924816.57
4965.0,27360,228,2598738.3994140625,168624.0,163919.19921875,2601200.0,1966.08,4372.48,1966.08,4382.72,83.0,0,17.0,25.0,1000bs-5n-24th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11308361.0,1000,24,484520,DENV_1-brazil-BVBRC_genome_sequence,142808.58,46825.15,189633.73,630.79,206.81,837.6,167.52,226.4, sdumont6081,43236490.440000005
951.0,5290,529,1114281.599609375,163032.0,157975.19921875,1116764.0,2447.36,4382.72,2447.36,4382.72,14.0,0,5.0,26.0,1000bs-5n-2th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11308366.0,1000,2,484520,DENV_1-brazil-BVBRC_genome_sequence,163729.15,106385.46,270114.61,310.57,201.8,512.37,102.47,527.2, sdumont6081,142890628.69
417.0,454,227,1104120.0,150424.0,150424.0,1104120.0,1689.6,4290.56,1689.6,4290.56,1.0,0,1.0,1.0,100bs-1n-2th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu_dev,1,11308704.0,100,2,484520,DENV_1-brazil-BVBRC_genome_sequence,10746.72,7503.62,18250.33,47.55,33.2,80.75,80.75,226.0, sdumont6165,4142824.9100000006
2123.0,2376,99,2588672.0,148296.0,148296.0,2588672.0,1771.52,4290.56,1771.52,4290.56,1.0,0,14.0,14.0,100bs-1n-24th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu_dev,1,11308711.0,100,24,484520,DENV_1-brazil-BVBRC_genome_sequence,11190.02,3877.54,15067.57,115.36,39.97,155.34,155.34,97.0, sdumont6165,1491689.43
5710.0,6960,145,4210824.0,157708.0,157708.0,4210824.0,1658.88,4280.32,1658.88,4280.32,1.0,0,20.0,20.0,100bs-1n-48th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu_dev,1,11308712.0,100,48,484520,DENV_1-brazil-BVBRC_genome_sequence,13930.48,14558.5,28488.98,96.74,101.1,197.84,197.84,144.0, sdumont6165,4130902.1
4526.0,4570,2285,1104472.0,147216.0,147216.0,1104472.0,2232.32,5079.04,2232.32,5079.04,9398.0,0,0.0,0.0,1000bs-1n-2th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,1,11308713.0,1000,2,484520,DENV_1-brazil-BVBRC_genome_sequence,136028.39,80881.81,216910.2,59.56,35.41,94.97,94.97,2284.0, sdumont6150,495639807.0
68820.0,70416,1467,4210684.0,156180.0,156180.0,4210684.0,2007.04,5068.8,2007.04,5068.8,10034.0,0,48.0,48.0,1000bs-1n-48th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,1,11308714.0,1000,48,484520,DENV_1-brazil-BVBRC_genome_sequence,180474.55,158140.67,338615.22,123.19,107.95,231.14,231.14,1465.0, sdumont6098,496748527.73999995
1271.0,10800,45,4220838.399414063,161716.0,158656.7998046875,4223236.0,1669.12,4218.88,1679.36,4229.12,11896.0,0,30.0,41.0,100bs-5n-48th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11313588.0,100,48,484520,DENV_1-brazil-BVBRC_genome_sequence,23245.52,23175.9,46421.42,540.59,538.97,1079.57,215.91,43.0, sdumont6069,2088963.9
0.0,2880,24,265348.0,3136.0,1859.19921875,265348.0,0.0,0.0,0.0,0.0,11661.0,0,0.0,0.0,100bs-5n-24th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11313594.0,100,24,484520,DENV_1-brazil-BVBRC_genome_sequence,12534.61,4179.48,16714.1,549.97,183.17,733.14,146.63,22.8, sdumont6149,401138.39999999997
58.0,510,51,1113964.7998046875,155076.0,152724.0,1116648.0,1669.12,4218.88,1679.36,4218.88,11393.0,0,0.0,0.0,100bs-5n-2th-484520s-DENV_1-brazil-BVBRC_genome_sequence,sequana_cpu,5,11313605.0,100,2,484520,DENV_1-brazil-BVBRC_genome_sequence,13180.66,8177.96,21358.62,263.61,163.56,427.17,85.43,50.0, sdumont6069,1089289.6199999999
0.0,1200,25,265348.0,3124.0,3124.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327360.0,100,48,187026,DENV_1-colombia-BVBRC_genome_sequence,2078.35,2172.04,4250.4,86.6,90.5,177.1,177.1,24.0, sdumont6165,106259.99999999999
0.0,1056,22,265348.0,3060.0,3060.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327364.0,100,48,187026,DENV_1-colombia-BVBRC_genome_sequence,2235.1,2324.94,4560.04,106.43,110.71,217.14,217.14,21.0, sdumont6165,100320.88
0.0,1056,22,265348.0,3132.0,3132.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327371.0,100,48,187026,DENV_1-colombia-BVBRC_genome_sequence,1093.95,1132.07,2226.02,54.7,56.6,111.3,111.3,20.0, sdumont6165,48972.44
0.0,1008,21,265348.0,3052.0,3052.0,265348.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327384.0,100,48,187026,DENV_1-colombia-BVBRC_genome_sequence,1101.32,1147.63,2248.95,55.07,57.38,112.45,112.45,20.0, sdumont6165,47227.95
8566.0,9024,188,4209152.0,153716.0,153716.0,4209152.0,1331.2,4659.2,1331.2,4659.2,1.0,0,30.0,30.0,1000bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327386.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,20438.38,21371.37,41809.75,109.88,114.9,224.78,224.78,186.0, sdumont6165,7860233.0
9978.0,10368,216,4209004.0,151596.0,151596.0,4209004.0,1382.4,4669.44,1382.4,4669.44,1.0,0,27.0,27.0,1000bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327388.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,24286.88,25636.03,49922.91,113.49,119.79,233.28,233.28,214.0, sdumont6165,10783348.56
8575.0,8880,185,4209152.0,153920.0,153920.0,4209152.0,1331.2,4669.44,1331.2,4669.44,1.0,0,42.0,42.0,1000bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327391.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,19194.58,20102.17,39296.75,104.89,109.85,214.74,214.74,183.0, sdumont6165,7269898.75
11413.0,11760,245,4209004.0,151936.0,151936.0,4209004.0,1423.36,4669.44,1423.36,4669.44,1.0,0,36.0,36.0,1000bs-1n-48th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327403.0,1000,48,187026,DENV_1-colombia-BVBRC_genome_sequence,27669.27,28711.06,56380.34,113.4,117.67,231.07,231.07,244.0, sdumont6165,13813183.299999999
0.0,312,13,265348.0,1040.0,1040.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327409.0,100,24,187026,DENV_1-colombia-BVBRC_genome_sequence,1143.08,423.52,1566.6,103.92,38.5,142.42,142.42,11.0, sdumont6165,20365.8
0.0,288,12,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327410.0,100,24,187026,DENV_1-colombia-BVBRC_genome_sequence,1146.89,425.34,1572.23,104.26,38.67,142.93,142.93,11.0, sdumont6165,18866.760000000002
0.0,360,15,265348.0,1040.0,1040.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327412.0,100,24,187026,DENV_1-colombia-BVBRC_genome_sequence,993.4,359.69,1353.08,70.96,25.69,96.65,96.65,14.0, sdumont6166,20296.199999999997
0.0,336,14,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327413.0,100,24,187026,DENV_1-colombia-BVBRC_genome_sequence,1148.24,384.4,1532.64,95.69,32.03,127.72,127.72,12.0, sdumont6166,21456.960000000003
2139.0,2664,111,2586804.0,147312.0,147312.0,2586804.0,1187.84,4587.52,1187.84,4587.52,1.0,0,15.0,15.0,1000bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327414.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,11858.42,3871.09,15729.51,108.79,35.51,144.31,144.31,109.0, sdumont6166,1745975.61
2139.0,2688,112,2586804.0,143188.0,143188.0,2586804.0,1187.84,4587.52,1187.84,4587.52,1.0,0,18.0,18.0,1000bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327419.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,11871.77,4359.03,16230.81,107.93,39.63,147.55,147.55,110.0, sdumont6165,1817850.72
2136.0,2784,116,2586804.0,143268.0,143268.0,2586804.0,1187.84,4577.28,1187.84,4577.28,1.0,0,29.0,29.0,1000bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327432.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,13138.51,4777.01,17915.52,114.25,41.54,155.79,155.79,115.0, sdumont6165,2078200.32
2094.0,2760,115,2586804.0,145588.0,145588.0,2586804.0,1187.84,4577.28,1187.84,4577.28,3.0,0,266.0,266.0,1000bs-1n-24th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327443.0,1000,24,187026,DENV_1-colombia-BVBRC_genome_sequence,14236.81,4814.73,19051.54,124.88,42.23,167.12,167.12,114.0, sdumont6167,2190927.1
0.0,28,14,265348.0,3064.0,3064.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327458.0,100,2,187026,DENV_1-colombia-BVBRC_genome_sequence,680.98,426.36,1107.34,52.38,32.8,85.18,85.18,13.0, sdumont6167,15502.759999999998
0.0,28,14,265348.0,3116.0,3116.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327470.0,100,2,187026,DENV_1-colombia-BVBRC_genome_sequence,677.54,424.19,1101.73,52.12,32.63,84.75,84.75,13.0, sdumont6167,15424.220000000001
0.0,28,14,265348.0,3128.0,3128.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327471.0,100,2,187026,DENV_1-colombia-BVBRC_genome_sequence,582.64,373.29,955.93,44.82,28.71,73.53,73.53,13.0, sdumont6166,13383.019999999999
0.0,28,14,265348.0,3116.0,3116.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-1n-2th-187026s-DENV_1-colombia-BVBRC_genome_sequence,sequana_cpu_dev,1,11327472.0,100,2,187026,DENV_1-colombia-BVBRC_genome_sequence,579.52,370.03,949.55,44.58,28.46,73.04,73.04,13.0, sdumont6166,13293.699999999999
