AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Processo p/ no,Thread p/ proc.,Bootstrap,Tamanho,Nome do Arquivo,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),Input,NodeList,EDP
0.0,220,11,265352.0,3196.0,3115.19921875,265352.0,0.0,0.0,0.0,0.0,29586.0,0,0.0,0.0,5n-1m-4th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546266.0,1,4,100,198574,DENV_2-colombia-BVBRC_genome_sequence,3236.36,1738.39,4974.75,359.6,193.15,552.75,110.55,9.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6099,54722.25
0.0,120,6,265352.0,3188.0,3148.0,265352.0,0.0,0.0,0.0,0.0,29.0,0,0.0,0.0,5n-1m-4th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546393.0,1,4,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1684.16,881.23,2565.38,404.72,211.86,616.58,123.32,4.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6058,15392.28
0.0,160,8,265352.0,3200.0,3144.0,265352.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5n-1m-4th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546394.0,1,4,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1417.89,816.17,2234.06,236.31,136.03,372.34,74.47,6.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6234,17872.48
0.0,120,6,265352.0,3236.0,3174.3994140625,265352.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,5n-1m-4th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546396.0,1,4,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1657.35,871.09,2528.45,331.47,174.22,505.69,101.14,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6236,15170.699999999999
0.0,140,7,265352.0,3248.0,3118.3994140625,265352.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,5n-1m-4th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546397.0,1,4,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1574.74,859.48,2434.22,314.95,171.9,486.84,97.37,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6099,17039.539999999997
115.0,860,43,1245401.599609375,153904.0,148790.3994140625,1247904.0,1290.24,4280.32,1290.24,4280.32,3.0,0,0.0,1.0,5n-1m-4th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546399.0,1,4,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,16654.61,8541.16,25195.76,396.54,203.36,599.9,119.98,42.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6234,1083417.68
98.0,980,49,1291107.19921875,149596.0,147877.599609375,1458680.0,1290.24,4270.08,1300.48,4270.08,19306.0,0,77.0,388.0,5n-1m-4th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546401.0,1,4,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,16909.15,9761.2,26670.35,352.27,203.36,555.63,111.13,48.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6153,1306847.15
114.0,880,44,1245404.7998046875,151280.0,147816.7998046875,1247900.0,1290.24,4280.32,1290.24,4280.32,2297.0,0,0.0,3.0,5n-1m-4th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546480.0,1,4,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,15328.54,8588.95,23917.49,364.97,204.5,569.46,113.89,42.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6153,1052369.56
115.0,880,44,1245436.7998046875,149756.0,147557.599609375,1247904.0,1290.24,4280.32,1290.24,4280.32,852.0,0,0.0,2.0,5n-1m-4th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546503.0,1,4,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,15449.49,8583.53,24033.02,359.29,199.62,558.91,111.78,43.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6067,1057452.8800000001
114.0,1100,55,1291083.19921875,153128.0,148579.19921875,1475996.0,1290.24,4280.32,1300.48,4280.32,680.0,0,0.0,0.0,5n-1m-4th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546512.0,1,4,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,15714.04,8753.95,24467.98,365.44,203.58,569.02,113.8,43.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6080,1345738.9
0.0,200,5,265352.0,3092.0,1464.7998046875,265352.0,0.0,0.0,0.0,0.0,310.0,0,0.0,0.0,5n-1m-8th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546524.0,1,8,100,198574,DENV_2-colombia-BVBRC_genome_sequence,926.29,438.77,1365.05,231.57,109.69,341.26,68.25,4.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6153,6825.25
0.0,240,6,265352.0,1060.0,1054.3994140625,265352.0,0.0,0.0,0.0,0.0,162.0,0,0.0,0.0,5n-1m-8th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546528.0,1,8,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1888.05,865.08,2753.12,472.01,216.27,688.28,137.66,4.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6119,16518.72
0.0,200,5,265352.0,1056.0,1054.3994140625,265352.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,5n-1m-8th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546532.0,1,8,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1292.18,589.16,1881.34,323.05,147.29,470.33,94.07,4.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6119,9406.699999999999
0.0,280,7,265352.0,3140.0,1875.19921875,265352.0,0.0,0.0,0.0,0.0,74.0,0,0.0,0.0,5n-1m-8th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546536.0,1,8,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1814.37,843.25,2657.62,362.87,168.65,531.52,106.3,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6153,18603.34
0.0,200,5,265352.0,3176.0,2292.0,265352.0,0.0,0.0,0.0,0.0,153.0,0,0.0,0.0,5n-1m-8th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546543.0,1,8,100,198574,DENV_2-colombia-BVBRC_genome_sequence,919.75,427.5,1347.25,291.21,135.74,426.95,85.39,3.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6080,6736.25
231.0,1520,38,1516795.19921875,153724.0,149376.7998046875,1518128.0,1300.48,4290.56,1310.72,4300.8,3.0,0,1.0,3.0,5n-1m-8th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546547.0,1,8,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,16537.14,7219.06,23756.2,459.36,200.53,659.89,131.98,36.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6080,902735.6
230.0,1560,39,1475668.7998046875,150740.0,148516.7998046875,1523692.0,1300.48,4290.56,1310.72,4290.56,64.0,0,1.0,4.0,5n-1m-8th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546551.0,1,8,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,17126.92,7481.0,24607.92,450.71,196.87,647.58,129.52,38.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6119,959708.8799999999
232.0,1400,35,1517929.599609375,152000.0,148563.19921875,1523716.0,1300.48,4290.56,1310.72,4300.8,278.0,0,1.0,2.0,5n-1m-8th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546554.0,1,8,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,15312.19,6681.2,21993.39,450.36,196.51,646.86,129.37,34.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6067,769768.65
229.0,1600,40,1516789.599609375,150088.0,147752.7998046875,1523544.0,1310.72,4280.32,1310.72,4290.56,158.0,0,1.0,3.0,5n-1m-8th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546559.0,1,8,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,17742.89,7810.72,25553.61,454.95,200.27,655.22,131.04,39.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6067,1022144.4
211.0,1600,40,1561320.0,153652.0,149281.599609375,1740796.0,1300.48,4280.32,1310.72,4290.56,16874.0,0,412.0,421.0,5n-1m-8th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546563.0,1,8,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,17617.53,7531.2,25148.73,463.62,198.19,661.81,132.36,38.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6226,1005949.2
0.0,250,5,265352.0,1056.0,1054.3994140625,265352.0,0.0,0.0,0.0,0.0,14043.0,0,0.0,0.0,5n-1m-10th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546632.0,1,10,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1020.23,435.82,1456.04,255.06,108.95,364.01,72.8,4.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,7280.2
0.0,300,6,265352.0,3212.0,1487.19921875,265352.0,0.0,0.0,0.0,0.0,243.0,0,0.0,0.0,5n-1m-10th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546754.0,1,10,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2149.21,856.28,3005.49,429.84,171.26,601.1,120.22,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,18032.94
0.0,550,11,265352.0,3192.0,1906.3994140625,265352.0,0.0,0.0,0.0,0.0,184.0,0,0.0,0.0,5n-1m-10th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546756.0,1,10,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2436.91,1230.15,3667.06,348.13,175.74,523.87,104.77,7.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,40337.659999999996
0.0,250,5,265352.0,3144.0,1473.599609375,265352.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,5n-1m-10th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546761.0,1,10,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1029.07,434.81,1463.88,343.02,144.94,487.96,97.59,3.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,7319.400000000001
0.0,450,9,265352.0,3096.0,1464.7998046875,265352.0,0.0,0.0,0.0,0.0,2268.0,0,0.0,0.0,5n-1m-10th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546766.0,1,10,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1721.52,1120.63,2842.14,215.19,140.08,355.27,71.05,8.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6287,25579.26
290.0,2200,44,1650841.599609375,153952.0,149629.599609375,1653344.0,1300.48,4290.56,1310.72,4300.8,219.0,0,5.0,9.0,5n-1m-10th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546794.0,1,10,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,18293.42,7040.62,25334.04,522.67,201.16,723.83,144.77,35.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,1114697.76
288.0,1950,39,1607270.3994140625,153716.0,148784.0,1653052.0,1300.48,4290.56,1310.72,4290.56,146.0,0,2.0,4.0,5n-1m-10th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546801.0,1,10,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,19253.88,7458.66,26712.54,520.38,201.59,721.96,144.39,37.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6226,1041789.06
286.0,1850,37,1654115.19921875,153564.0,148796.7998046875,1658752.0,1300.48,4290.56,1300.48,4290.56,28.0,0,2.0,3.0,5n-1m-10th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546805.0,1,10,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,18340.73,7130.81,25471.54,509.46,198.08,707.54,141.51,36.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,942446.98
285.0,2100,42,1650776.0,154108.0,151114.3994140625,1653184.0,1310.72,4280.32,1310.72,4280.32,121.0,0,3.0,6.0,5n-1m-10th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546809.0,1,10,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20980.9,8108.79,29089.7,511.73,197.78,709.5,141.9,41.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,1221767.4000000001
288.0,1850,37,1650750.3994140625,152168.0,149150.3994140625,1653196.0,1300.48,4290.56,1310.72,4290.56,32.0,0,4.0,7.0,5n-1m-10th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546811.0,1,10,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,17848.1,6897.83,24745.93,495.78,191.61,687.39,137.48,36.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6287,915599.41
0.0,420,6,265352.0,3084.0,2269.599609375,265352.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,5n-1m-14th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546813.0,1,14,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2237.24,876.47,3113.71,447.45,175.29,622.74,124.55,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,18682.260000000002
0.0,700,10,265352.0,3164.0,2315.19921875,265352.0,0.0,0.0,0.0,0.0,278.0,0,0.0,0.0,5n-1m-14th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546819.0,1,14,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2506.48,1272.36,3778.84,358.07,181.77,539.83,107.97,7.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,37788.4
0.0,560,8,265364.0,3152.0,1884.0,265412.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,5n-1m-14th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546826.0,1,14,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2287.07,885.83,3172.9,381.18,147.64,528.82,105.76,6.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6283,25383.2
0.0,490,7,265364.0,3180.0,1896.7998046875,265412.0,0.0,0.0,0.0,0.0,11.0,0,0.0,0.0,5n-1m-14th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546830.0,1,14,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2229.6,850.17,3079.77,371.6,141.7,513.3,102.66,6.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,21558.39
0.0,350,5,265364.0,3176.0,1895.19921875,265412.0,0.0,0.0,0.0,0.0,28.0,0,0.0,0.0,5n-1m-14th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546835.0,1,14,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1057.38,443.9,1501.28,253.57,106.37,359.95,71.99,4.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6283,7506.4
407.0,2660,38,1921084.7998046875,154264.0,151379.19921875,1923548.0,1372.16,4290.56,1679.36,4290.56,28.0,0,9.0,14.0,5n-1m-14th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546839.0,1,14,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20318.06,7593.25,27911.31,549.14,205.22,754.36,150.87,37.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6283,1060629.78
407.0,2730,39,1921143.19921875,152264.0,149343.19921875,1923548.0,1300.48,4290.56,1310.72,4290.56,29.0,0,8.0,10.0,5n-1m-14th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546844.0,1,14,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,19949.49,7518.53,27468.01,524.99,197.86,722.84,144.57,38.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,1071252.39
405.0,2940,42,1879728.7998046875,150264.0,148249.599609375,1929260.0,1310.72,4280.32,1310.72,4290.56,30.0,0,6.0,10.0,5n-1m-14th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546848.0,1,14,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,21477.0,8035.43,29512.44,536.93,200.89,737.81,147.56,40.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,1239522.48
377.0,2870,41,1921113.599609375,151968.0,148563.19921875,1923548.0,1310.72,4280.32,1310.72,4280.32,0.0,0,97.0,459.0,5n-1m-14th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546852.0,1,14,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20201.4,7850.94,28052.34,505.04,196.27,701.31,140.26,40.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,1150145.94
385.0,2800,40,1922198.3994140625,158464.0,151216.7998046875,1923548.0,1310.72,4280.32,1310.72,4290.56,1.0,0,7.0,12.0,5n-1m-14th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546858.0,1,14,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20333.91,7833.48,28167.39,521.38,200.86,722.24,144.45,39.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,1126695.6
0.0,400,5,265352.0,3132.0,1472.7998046875,265352.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,5n-1m-16th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546861.0,1,16,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1001.81,425.62,1427.43,250.45,106.4,356.86,71.37,4.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6101,7137.150000000001
0.0,480,6,265352.0,3180.0,1884.0,265352.0,0.0,0.0,0.0,0.0,29.0,0,0.0,0.0,5n-1m-16th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546865.0,1,16,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1047.24,437.81,1485.05,297.29,124.22,421.5,84.3,3.6,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,8910.3
0.0,560,7,265352.0,3160.0,2312.0,265352.0,0.0,0.0,0.0,0.0,30.0,0,0.0,0.0,5n-1m-16th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546869.0,1,16,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2278.96,867.94,3146.9,439.89,167.45,607.34,121.47,5.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,22028.3
0.0,480,6,265352.0,3248.0,1916.7998046875,265352.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,5n-1m-16th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546873.0,1,16,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2034.64,822.43,2857.07,406.93,164.49,571.41,114.28,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,17142.420000000002
0.0,720,9,265352.0,3160.0,1476.0,265352.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,5n-1m-16th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546877.0,1,16,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2882.3,1267.97,4150.27,401.21,176.53,577.73,115.55,7.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6226,37352.43000000001
467.0,3120,39,2102993.599609375,157292.0,151102.3994140625,2286816.0,1300.48,4290.56,1310.72,4290.56,2.0,0,10.0,15.0,5n-1m-16th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546881.0,1,16,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20206.05,7634.66,27840.71,546.11,206.34,752.45,150.49,37.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,1085787.69
466.0,3200,40,2101881.599609375,151888.0,148830.3994140625,2286820.0,1300.48,4290.56,1310.72,4290.56,3.0,0,10.0,17.0,5n-1m-16th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546884.0,1,16,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20617.14,7684.38,28301.51,542.56,202.22,744.78,148.96,38.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,1132060.4
466.0,3360,42,2056261.599609375,154212.0,149243.19921875,2058728.0,1300.48,4280.32,1310.72,4290.56,4.0,0,9.0,12.0,5n-1m-16th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546888.0,1,16,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,21760.05,8017.96,29778.0,541.35,199.45,740.8,148.16,40.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,1250676.0
467.0,3120,39,2058241.599609375,152340.0,150070.3994140625,2058724.0,1290.24,4290.56,1300.48,4290.56,5.0,0,8.0,16.0,5n-1m-16th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546891.0,1,16,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,20189.31,7578.01,27767.32,545.66,204.81,750.47,150.09,37.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,1082925.48
452.0,3520,44,2056291.19921875,154232.0,150218.3994140625,2058872.0,1300.48,4280.32,1310.72,4280.32,6.0,0,74.0,325.0,5n-1m-16th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546892.0,1,16,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,22877.66,8460.71,31338.36,532.04,196.76,728.8,145.76,43.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,1378887.84
0.0,600,6,265352.0,3196.0,1908.0,265352.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0.0,5n-1m-20th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546894.0,1,20,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1312.41,516.85,1829.27,284.2,111.52,395.72,79.14,4.6,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,10975.619999999999
0.0,600,6,265364.0,3224.0,1901.599609375,265412.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,5n-1m-20th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546899.0,1,20,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2401.63,900.85,3302.47,480.33,180.17,660.49,132.1,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,19814.82
0.0,600,6,265352.0,3248.0,2760.7998046875,265352.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,5n-1m-20th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546902.0,1,20,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2394.09,895.9,3289.99,478.82,179.18,658.0,131.6,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,19739.94
0.0,700,7,265352.0,3208.0,1903.19921875,265352.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,5n-1m-20th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546906.0,1,20,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2393.84,891.65,3285.49,478.77,178.33,657.1,131.42,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,22998.43
0.0,600,6,265352.0,3268.0,1920.7998046875,265352.0,0.0,0.0,0.0,0.0,10.0,0,0.0,0.0,5n-1m-20th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546908.0,1,20,100,198574,DENV_2-colombia-BVBRC_genome_sequence,2379.17,870.14,3249.31,475.83,174.03,649.86,129.97,5.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,19495.86
580.0,4800,48,2326618.3994140625,152528.0,149740.0,2328972.0,1300.48,4270.08,1310.72,4280.32,11.0,0,16.0,21.0,5n-1m-20th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546910.0,1,20,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,27137.66,9495.98,36633.64,577.4,202.04,779.44,155.89,47.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,1758414.72
578.0,4900,49,2326647.19921875,154736.0,151305.599609375,2329116.0,1310.72,4270.08,1310.72,4270.08,11.0,0,14.0,18.0,5n-1m-20th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546913.0,1,20,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,27239.74,9498.87,36738.61,579.57,202.1,781.67,156.33,47.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,1800191.8900000001
584.0,4200,42,2326618.3994140625,154640.0,149748.7998046875,2328972.0,1300.48,4280.32,1310.72,4290.56,12.0,0,15.0,20.0,5n-1m-20th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546918.0,1,20,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,22485.9,8048.17,30534.07,573.68,205.31,778.99,155.8,39.2,DENV_2-colombia-BVBRC_genome_sequence, sdumont6106,1282430.94
583.0,4300,43,2326648.0,152220.0,149668.7998046875,2329116.0,1372.16,4280.32,1679.36,4280.32,13.0,0,18.0,22.0,5n-1m-20th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546922.0,1,20,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,23307.28,8343.54,31650.83,554.94,198.66,753.59,150.72,42.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6273,1360985.6900000002
566.0,4500,45,2327724.0,151776.0,149532.0,2334496.0,1382.4,4280.32,1679.36,4280.32,14.0,0,36.0,116.0,5n-1m-20th-1000bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546927.0,1,20,1000,198574,DENV_2-colombia-BVBRC_genome_sequence,24450.67,8788.19,33238.87,568.62,204.38,773.0,154.6,43.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,1495749.1500000001
0.0,1980,18,265364.0,3172.0,1903.19921875,265412.0,0.0,0.0,0.0,0.0,14.0,0,0.0,0.0,5n-1m-22th-100bs-198574s-DENV_2-colombia-BVBRC_genome_sequence,sequana_cpu,5,11546930.0,1,22,100,198574,DENV_2-colombia-BVBRC_genome_sequence,1910.51,836.76,2747.27,318.42,139.46,457.88,91.58,6.0,DENV_2-colombia-BVBRC_genome_sequence, sdumont6100,49450.86
