AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Processo p/ no,Thread p/ proc.,Classe,Benchmark,Zone X,Zone Y,Iterações,Grid X,Grid Y,Grid Z,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),NodeList,EDP
0.0,26,13,265348.0,3076.0,3076.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-2th-Ac-sp-mz,sequana_cpu_dev,1,11420211.0,1,2,A,sp-mz,4,4,400,128,128,16,670.48,429.58,1100.06,55.87,35.8,91.67,91.67,12.0, sdumont6169,14300.779999999999
55.0,86,43,1466140.0,330636.0,330636.0,1466140.0,1239.04,4208.64,1239.04,4208.64,1.0,0,367.0,367.0,1n-1m-2th-Bc-sp-mz,sequana_cpu_dev,1,11420215.0,1,2,B,sp-mz,8,8,400,304,208,17,2399.69,1705.54,4105.23,57.14,40.61,97.74,97.74,42.0, sdumont6165,176524.88999999998
297.0,328,164,2065396.0,924320.0,924320.0,2065396.0,2816.0,4218.88,2816.0,4218.88,1.0,0,35.0,35.0,1n-1m-2th-Cc-sp-mz,sequana_cpu_dev,1,11420218.0,1,2,C,sp-mz,16,16,400,480,320,28,9555.16,6699.74,16254.91,58.62,41.1,99.72,99.72,163.0, sdumont6165,2665805.2399999998
0.0,28,7,265348.0,3140.0,3140.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-4th-Ac-sp-mz,sequana_cpu_dev,1,11420221.0,1,4,A,sp-mz,4,4,400,128,128,16,334.96,198.67,533.63,55.83,33.11,88.94,88.94,6.0, sdumont6165,3735.41
0.0,96,24,265348.0,3048.0,3048.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-4th-Bc-sp-mz,sequana_cpu_dev,1,11420225.0,1,4,B,sp-mz,8,8,400,304,208,17,1582.89,918.71,2501.6,68.82,39.94,108.77,108.77,23.0, sdumont6165,60038.399999999994
347.0,368,92,2063936.0,924624.0,924624.0,2063936.0,2027.52,4218.88,2027.52,4218.88,1.0,0,381.0,381.0,1n-1m-4th-Cc-sp-mz,sequana_cpu_dev,1,11420229.0,1,4,C,sp-mz,16,16,400,480,320,28,7064.38,3457.35,10521.72,77.63,37.99,115.62,115.62,91.0, sdumont6222,967998.24
0.0,30,5,265348.0,3116.0,3116.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-6th-Ac-sp-mz,sequana_cpu_dev,1,11420230.0,1,6,A,sp-mz,4,4,400,128,128,16,317.84,141.23,459.07,79.46,35.31,114.77,114.77,4.0, sdumont6222,2295.35
0.0,102,17,265348.0,3180.0,3180.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-6th-Bc-sp-mz,sequana_cpu_dev,1,11420231.0,1,6,B,sp-mz,8,8,400,304,208,17,1469.71,608.99,2078.7,91.86,38.06,129.92,129.92,16.0, sdumont6222,35337.899999999994
344.0,396,66,2073616.0,924508.0,924508.0,2073616.0,1628.16,4218.88,1628.16,4218.88,4.0,0,387.0,387.0,1n-1m-6th-Cc-sp-mz,sequana_cpu_dev,1,11420232.0,1,6,C,sp-mz,16,16,400,480,320,28,6064.94,2458.72,8523.66,93.31,37.83,131.13,131.13,65.0, sdumont6250,562561.5599999999
0.0,40,5,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-8th-Ac-sp-mz,sequana_cpu_dev,1,11420234.0,1,8,A,sp-mz,4,4,400,128,128,16,238.33,92.27,330.6,59.58,23.07,82.65,82.65,4.0, sdumont6250,1653.0
0.0,112,14,265348.0,1028.0,1028.0,265348.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1n-1m-8th-Bc-sp-mz,sequana_cpu_dev,1,11420240.0,1,8,B,sp-mz,8,8,400,304,208,17,1342.82,476.16,1818.98,103.29,36.63,139.92,139.92,13.0, sdumont6250,25465.72
236.0,408,51,2072156.0,924640.0,924640.0,2072156.0,1239.04,4208.64,1239.04,4208.64,1.0,0,6.0,6.0,1n-1m-8th-Cc-sp-mz,sequana_cpu_dev,1,11420242.0,1,8,C,sp-mz,16,16,400,480,320,28,5539.44,1918.18,7457.62,110.79,38.36,149.15,149.15,50.0, sdumont6250,380338.62
0.0,40,4,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-10th-Ac-sp-mz,sequana_cpu_dev,1,11420247.0,1,10,A,sp-mz,4,4,400,128,128,16,241.19,96.78,337.97,80.4,32.26,112.66,112.66,3.0, sdumont6165,1351.88
0.0,120,12,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-10th-Bc-sp-mz,sequana_cpu_dev,1,11420253.0,1,10,B,sp-mz,8,8,400,304,208,17,1069.2,399.23,1468.43,97.2,36.29,133.49,133.49,11.0, sdumont6165,17621.16
294.0,430,43,2076272.0,924648.0,924648.0,2076272.0,1239.04,4208.64,1239.04,4208.64,1.0,0,5.0,5.0,1n-1m-10th-Cc-sp-mz,sequana_cpu_dev,1,11420291.0,1,10,C,sp-mz,16,16,400,480,320,28,4599.92,1680.46,6280.38,109.52,40.01,149.53,149.53,42.0, sdumont6165,270056.34
0.0,48,4,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-12th-Ac-sp-mz,sequana_cpu_dev,1,11420297.0,1,12,A,sp-mz,4,4,400,128,128,16,255.92,97.55,353.48,127.96,48.78,176.74,176.74,2.0, sdumont6165,1413.92
0.0,132,11,265348.0,1032.0,1032.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-12th-Bc-sp-mz,sequana_cpu_dev,1,11420299.0,1,12,B,sp-mz,8,8,400,304,208,17,1123.22,400.16,1523.38,112.32,40.02,152.34,152.34,10.0, sdumont6165,16757.18
354.0,468,39,2086348.0,927844.0,927844.0,2086348.0,1239.04,4208.64,1239.04,4208.64,1.0,0,10.0,10.0,1n-1m-12th-Cc-sp-mz,sequana_cpu_dev,1,11420302.0,1,12,C,sp-mz,16,16,400,480,320,28,4940.85,1465.36,6406.21,130.02,38.56,168.58,168.58,38.0, sdumont6250,249842.19
0.0,56,4,265348.0,1036.0,1036.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1n-1m-14th-Ac-sp-mz,sequana_cpu_dev,1,11420308.0,1,14,A,sp-mz,4,4,400,128,128,16,262.58,94.29,356.87,131.29,47.15,178.43,178.43,2.0, sdumont6165,1427.48
0.0,154,11,265348.0,1040.0,1040.0,265348.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1n-1m-14th-Bc-sp-mz,sequana_cpu_dev,1,11420318.0,1,14,B,sp-mz,8,8,400,304,208,17,1030.48,353.66,1384.14,114.5,39.3,153.79,153.79,9.0, sdumont6165,15225.54
