Num de Execuções;Nome do Executável
4;OxidoCu
4;OL7-3
4;OL7-2
4;OL7-1
4;OL28-3
4;OL28-2
4;OL28-1
4;OL27-3
4;OL27-2
4;OL27-1
4;O
4;Nemotron-TRT-Convert
4;Nd-P2
4;Nd-P1
4;Nb_t_1_2_neb
4;NPLG_map
4;NEB_Atomwalk
4;NEBNiSeforc
4;NAMD_v2.1
4;N-8
4;N-3ch3as-10
4;N-1
4;Mpi-all
4;MoAsSCH3
4;MD56
4;MD38
4;MD37
4;MD36
4;MD35
4;MD34
4;MD33
4;MD32
4;MD31
4;M-As-EDGE-A
4;M-3ch3as-9
4;M-3ch3as-7
4;M-3ch3as-6
4;M-3ch3as-5
4;M-3ch3as-4
4;M-3ch3as-3
4;M-3ch3as-2
4;L_pen
4;L-Ovac
4;JF-FB-PR0
4;JF-FB-IN2
4;JF-FB-IN1
4;J75PCNDE_1
4;J50PCNDE_1
4;IOR-TEST
4;I3-ABX4-optm
4;I3-ABX4-isif8
4;Ho_NM
4;HEAT
4;GrCIPS2x2
4;GelLiq
4;GSFE-Twisted-Cs2ṔbBr4
4;GSFE-03-00
4;GSFE-02-02
4;GSFE-01-01
4;GSFE-01-00
4;FinalTracking_NRT2
4;Fin_close
4;Fe_rec
4;Fe_hyst_rec
4;FM-eef
4;FL60-70
4;FL50-100
4;FE2
4;FAfep1_2
4;FA_cisR1A
4;FA_TRANS_R3
4;FA_TRANS_R2
4;FA_CIS_R1
4;FA_1micro_r2
4;FA3_fep1
4;F-SiO2GrCIPSscanCIPS
4;Evaluation_Inference_UNet
4;E_GRPM_1
4;EGFR1
4;DopFe
4;DOS-monolayer
4;D3T313pH7_r1
4;D3T313pH6_r57
4;D3T313pH6_r55
4;D3T313pH6_r1
4;D3T313pH5_r1
4;D3T310pH7_r1
4;D3T310pH6_r1
4;D3T310pH5_r1
4;D3T301pH7_r55
4;D3T301pH7_r1
4;D3T301pH6_r1
4;D3T301pH5_r1
4;D2T313pH7_r1
4;D2T313pH6_r1
4;D2T313pH5_r1
4;D2T310pH7_r1
4;D2T310pH6_r1
4;D2T310pH5_r1
4;D2T301pH6_r1
4;D2T301pH5_r1
4;Cubi-Alloy
4;CuPc-isol
4;CuNO32
4;Cu20_long
4;CrCUS2
4;ConvLSTMDS13
4;Co-P4
4;CdTe_wz_perfect
4;CdTeSe_zb_C8
4;CdTeSe_zb_C7
4;CdTeSe_zb_C6
4;CdTeSe_zb_C5
4;CdTeSe_zb_C3
4;CdTeSe_zb_C2
4;CdTeSe_zb_C11
4;CdTeSe_zb_C1
4;CdTeSe_zb_C0
4;CdTeSe_w_C5
4;CdTeSe_w_C21
4;CdTeSe_w_C13
4;CdTeSe_w_C12
4;CdSe_zb_zpr1
4;CdSe_wz_phon_4
4;CdSe_wz_phon_3
4;CdSe_wz_phon_2
4;CdSe_wz_phon_1
4;CasoPocoCEstrategia5
4;Caso21_E3_bottom
4;Caso12_E5
4;CT-CIPS2x2
4;CHGperf
4;CHGdop
4;C2O2H3
4;C18-1
4;C-all
4;C-3ch3as-8
4;C-3ch3as-7
4;C-3ch3as-6
4;C-3ch3as-5
4;C-3ch3as-3
4;C-3ch3as-19
4;C-3ch3as-18
4;C-3ch3as-17
4;C-3ch3as-16
4;C-3ch3as-15
4;C-3ch3as-14
4;C-3ch3as-13
4;C-3ch3as-12
4;C-3ch3as-11
4;C-3ch3as-10
4;Bi2Se3_r
4;Bands_001
4;Bands
4;BTp_fep2
4;BTfep1_3
4;BHPLate_2.0
4;BANDASsocFMa-a-c0
4;B2FPBA
4;B1_full_s789
4;B1_full_s456
4;Auto_Chain
4;AttConvLSTM-06min-06img-Lightning-QC
4;AsSCH3Mo
4;AsSCH332DCo
4;AsOCH33-Mo
4;AsOCH33-Co
4;AsOCH312
4;AsH32DMo
4;AsCH3Mo
4;AW-abl-precur-5
4;AMBER.SIF-gpu
4;AFMrelaxa0a0c+
4;AFMrelaxa-a-c-
4;AFMrelaxa+a+c+
4;ABC12
4;ABA1415EB
4;ABA1415
4;910
4;808-h2
4;8-2l-opt-ti3c2o2-24
4;6xi4
4;6xbg-2
4;5626_4a
4;56
4;550K
4;500K
4;4lp6
4;4l12opt-ti3c2o2
4;4g_hom_exp
4;4deq
4;450K
4;45
4;400K
4;3q01
4;3m52
4;3fn3
4;3f81
4;3evi
4;3epy
4;36eps
4;363rest
4;3515_multi
4;3515_3
4;350K
4;2pw3
4;2p8q
4;2nbridgeB
4;2lig_2_prod
4;2i99
4;2i7d
4;2huz
4;2d5r
4;2DMoAsH3
4;2DM100-Co
4;24s661opt-ti3c2o2
4;21POSpore-2
4;2-0tddft50
4;1zli
4;1yLa
4;1wrd
4;1tupds
4;1tupdhollow
4;1tupdbridge
4;1topB
4;1tgz
4;1te6
4;1n-2m-20th-c-bt-mz
4;1k6m
4;1hx1
4;1hci
4;1e-12core
4;1bridgeA
4;1OAN_lincs_continue
4;1OAN_Build
4;192procs
4;1628-M2-new
4;1516
4;14_80_4
4;14_80_1
4;14_109_6
4;14_103_3
4;14_01_stackin
4;1213
4;1200_1300prot
4;1020prod
4;1020min2
4;1020Analysis
4;101CrCUS_CO2_1
4;1011
4;100AsCH
4;0sfmxene-ti3c2o2
4;0nlyDic
4;06-3.Und828
4;06-2.Und828
4;057.03.5md.slurm
4;057.03.2md.slurm
4;057.02.4md.slurm
4;057.02.3md.slurm
4;057.02.2md.slurm
3;zikenv5
3;zikenv1
3;zZarrPrepro_SA
3;zZarrPrepro
3;z-oh
3;x0tu1amd
3;x0.-wfn
3;wp1_2-8
3;water
3;wantibexos
3;wan-gdfeo3
3;vtune
3;vofC9std
3;vofC8dyn
3;vofC5low
3;vofC4low
3;vofC25low
3;vofC24low
3;vofC24dyn
3;vofC23std
3;vofC22low
3;vofC1sdyn
3;vofC18std
3;vofC18low
3;vofC17std
3;vofC15low
3;vofC13low
3;vofC12low
3;vofC11low
3;vof4-fix4
3;vof2-fixs1
3;vitb_0
3;viscoelastic_openmp_nvidiaX_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep5_%j
3;viscoelastic_openmp_nvidiaX_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep4_%j
3;viscoelastic_openmp_nvidiaX_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep3_%j
3;viscoelastic_openmp_nvidiaX_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep2_%j
3;viscoelastic_openmp_nvidiaX_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep1_%j
3;viscoelastic_openmp_hopper_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep5_%j
3;viscoelastic_openmp_hopper_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep4_%j
3;viscoelastic_openmp_hopper_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep3_%j
3;viscoelastic_openmp_hopper_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep2_%j
3;viscoelastic_openmp_hopper_nvc_so6_sz400_th2_tuneoff_mpi0_g1_rep1_%j
3;vdwDF2Gr_CIPS_SiO2n
3;vca-r-8020
3;ups_mialgo
3;upload
3;untardata
3;twopopore-hexabare
3;twopopore-2
3;twopopore-1
3;tw_6000
3;tw_5000
3;tw_2000
3;trjconv_pipeline
3;trimetilarsina-NiMoS.neb.inp
3;trimetilarsina-CoMoS.neb.inp
3;treintrain_10mol
3;treintrain
3;treinrunnano
3;treinpassivado_deu
3;treinPOSCARCLIMB
3;tree_md0_R1
3;treeMD2
3;train_marlin
3;train_FTUNet-12min-03img-Lightning-QC-ET35
3;thio
3;th-vitseg
3;tgt53_1
3;testuni6
3;testuni2
3;teste_ni
3;teste_motif
3;teste_mapa
3;teste_449
3;teste_444
3;teste_440
3;teste_120
3;teste_117
3;teste_115
3;teste_113
3;teste_111
3;teste-h100
3;teste-192-nos
3;test_script_aut
3;test_multi_node
3;test_lncc-gh200
3;test_env
3;test_d
3;test4
3;test02-FB-MONO
3;tensor
3;sub_tf_conda_h100.srm
3;sub_test.srm
3;strl_9
3;strl_8
3;strl_10
3;st1_cl
3;srbu1amd
3;sqs-152
3;sp.C
3;socEGR_PM_1
3;sobol248.3
3;sobol248.2
3;sobol248.1
3;snake_martini
3;smb6_1cam
3;sigmaco9
3;sig1520
3;sig1225
3;sig1220
3;script_bdesign2
3;scl0192
3;scf_slab110_smb6
3;scf06
3;scf-ptp-2f
3;scf-4ch3
3;scf-2oh
3;scf-2nh2
3;scanGrCIPS
3;scala
3;sc2CIO2LNOFMsoc
3;sc1CIO3LNOFMsoc
3;sc1CIO3LNOAFMAdown
3;sbra0
3;sam_test
3;sam_sc_f
3;sam_resnet50_parihaka
3;sam_resnet50_p
3;sam_resnet50
3;sam_din1
3;sam_din0
3;sam0
3;s110-uio66
3;s100-mc
3;runsp_lapw
3;runbipore-1
3;run_piDeepOnet.srm
3;run_hpl_mixed.sh
3;run_gammadiff
3;run_deepOnet-predict_float32_2.srm
3;run__N_
3;run_ADM8.sh
3;run_ADM.sh_bkp
3;run_2_10
3;run10.sh
3;ru_super
3;rocmtu1c
3;rocmli2c
3;rn50_f0
3;rmefC1std
3;rmefC17
3;rmef4-fix
3;rlx_
3;rlx-LaNiO3
3;rfd_filtro
3;res_0
3;rerunframe_LGSH
3;rerun_Ldamn
3;rep1md36
3;relaxa0a0c+
3;relaxa-a-c-
3;relax_parallel2
3;relaxSOC1CIO3LNOAFMAup
3;relaxSOC1CIO3LNOAAFMup
3;relax2CIO2LNOAFMG
3;relax2CIO2LNOAFMC
3;relax1CIO3LNOAFMC
3;relax1CIO1LNOAFM
3;re_LMn3o4
3;re_CISR3
3;re2_LMn3O4
3;rbslurm_var_starling_curve.sh
3;rbslurm_var_starling.sh
3;r6_30_40
3;r5mfq
3;r5_90_100
3;r5_80_90
3;r5_70_80
3;r5_60_70
3;r5_50_60
3;r5_140_150
3;r5_130_140
3;r5_120_130
3;r5_110_120
3;r5_100_110
3;r4_140_150
3;r4_130_140
3;r4_120_130
3;r4_110_120
3;r4_100_110
3;r420_30
3;r2_0-10
3;r240_50
3;r210_20
3;r1_md2
3;r1_90_100
3;r1_80_90
3;r1_60_70
3;r1_50_60
3;r1_200_250
3;r1_140_150
3;r1_130_140
3;r1_120_130
3;r1_110_120
3;r1_100_110
3;r-4ch3
3;r-221-HfTe2
3;qfi_144
3;qe_pani_bands
3;prod4
3;prod2
3;preparatrajPTM
3;ppt
3;posEFcuinps
3;polarons_LaMnO3
3;polaron5
3;poisson3d_clean
3;poisson3d_c_gpu
3;pmemd
3;plot_imerg
3;piriOH-H2O-d3eq
3;piriOH-H2O-comb
3;piri2H2Oeq
3;piri2H2O-test
3;piri2H2O-fin-hyb
3;phonons_154
3;phono3py
3;phonSi
3;phonDSi
3;phonDBN
3;pho_refit
3;ph_composito
3;ph_G_89
3;ph_154
3;ph-composito-2x2x1
3;petsc_install
3;perpepd
3;perpeB
3;pentagonal
3;penta_bse
3;pent
3;pen-4
3;pen-3
3;pen-2
3;pen-1
3;pe-4
3;pca_Ndomain
3;parihaka_simmim_unetr
3;parchg
3;parallel
3;paperSS_Z02-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-PPad_pacman
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=segfix128-8_pacman_PREDICTIONS
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-30-60-PPad_pacman_PREDICTIONS
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-25-50-75-PPad_pacman_PREDICTIONS
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-20-40-60-80-PPad_pacman_PREDICTIONS
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman_PREDICTIONS
3;paperSS_105-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-PPad_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=segfix32-8_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=segfix128-8_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-30-60-PPad_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-25-50-75-PPad_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman_PREDICTIONS
3;paperSS_104-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-PPad_pacman_PREDICTIONS
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=segfix32-8_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=segfix128-8_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-30-60-PPad_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-25-50-75-PPad_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-20-40-60-80-PPad_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-ZPad_pacman
3;paperSS_103-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-PPad_pacman
3;paperSS_102-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-25-50-75-PPad_pacman_PREDICTIONS
3;paperSS_102-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-20-40-60-80-PPad_pacman_PREDICTIONS
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=segfix32-8_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=segfix128-8_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-30-60-PPad_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-25-50-75-PPad_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-20-40-60-80-PPad_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-ZPad_pacman
3;paperSS_102-bilstm_encoder_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-PPad_pacman
3;paperSS_102-bilstm_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-20-40-60-80-PPad_pacman
3;paperSS_102-bilstm_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman
3;paperSS_102-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-ZPad_pacman
3;paperSS_102-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-PPad_pacman
3;paperSS_102-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset07_Class2=ROI=FP-ZPad_pacman
3;paperSS_102-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset07_Class2=ROI=FP-PPad_pacman
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=segfix32-8_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=segfix128-8_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-30-60-PPad_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-25-50-75-PPad_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-20-40-60-80-PPad_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-ZPad_pacman_PREDICTIONS
3;paperSS_101-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-PPad_pacman_PREDICTIONS
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=segfix32-8_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=segfix128-8_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=pb-30-60-PPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=pb-25-50-75-PPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=pb-20-40-60-80-PPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=pb-10-20-30-40-50-60-70-80-90-PPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=FP-ZPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=3-TH=0.04_ROI=FP-PPad_pacman
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-ZPad_pacman.json
3;paperSS_100-unetX2_CV=Pull-R1S5FCV_input=subset11_Classes=2_ROI=FP-PPad_pacman.json
3;paperSS_100-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-ZPad_pacman
3;paperSS_100-bilstm-tdhead_CV=Pull-R1S5FCV_input_subset11_Class2=ROI=FP-PPad_pacman
3;pani-lamela2
3;pairdist_ion
3;pTR1_F
3;pTR1_E
3;pFe_4x4x4_FM
3;pCN208_2
3;p5Ni_2x2x2_FM
3;p4Fe_4x4x4_FM
3;p40_50r4
3;p30_40r4
3;p20_30r4
3;p20_30r3
3;p10_20r4
3;p10_20r3
3;ortho_1-1
3;openmpi-ib-cuda.sh
3;openfwi-train-styleb-vgan
3;openfwi-train-stylea-vgan
3;openfwi-train-inv-synth-styleb
3;openfwi-train-inv-synth-stylea
3;openfwi-train-inv-synth-ffb
3;openfwi-train-inv-synth-cvb
3;openfwi-train-inv-synth-cfb
3;openfwi-train-ffb-vgan
3;openfwi-train-fdo-synth-styleb
3;openfwi-train-fdo-synth-stylea
3;openfwi-train-fdo-synth-ffb
3;openfwi-train-fdo-synth-cvb
3;openfwi-train-fdo-synth-cfb
3;openfwi-train-cvb-vgan
3;openfwi-train-cfb-vgan
3;ondemand_vis-nsight
3;ollama2
3;oct
3;nvtrectang
3;nvt_prod3
3;nvt_eq3
3;nvt_eq2
3;nvhpc.sh
3;nowcast_v7
3;nowcast_cnc_r
3;nixw-test.slurm
3;nh36.1
3;new_calc_matrix
3;nesb
3;negEFcuinps
3;neb
3;nanofio
3;nanocflavio.oliveira
3;namd3
3;namd+container-nvidia
3;msm4
3;mp1_optimized
3;mosaic_h100
3;mol2dmso
3;mofs
3;mof500
3;mof4-srun
3;mof4-hybrid
3;minushalf_optimize_O_p
3;minerva-fbab1c6629c811f5
3;minerva-f5fbfc859a4d6007
3;minerva-f286b5b01b1af249
3;minerva-ea55b2c5bbc31bbd
3;minerva-e3c121677763a44c
3;minerva-e393f8c844028978
3;minerva-e31e19da614eac94
3;minerva-e28f1a4b452db023
3;minerva-dg-commands_training_domain_validation_2_domains_shuffled_vrex_adam_lr-0.001
3;minerva-dg-commands_training_domain_validation_2_domains_shuffled_vrex_adam_lr-0.0001
3;minerva-dg-commands_training_domain_validation_2_domains_shuffled_coral_adam_lr-0.001
3;minerva-cea4b05e3d78a7f1
3;minerva-ce6efe7f9a4a211f
3;minerva-c8bdba620b7e0125
3;minerva-c5a29b4bc824e5d7
3;minerva-af780ad505f36209
3;minerva-ac5e926dbd0c223b
3;minerva-a988fa466cf0715a
3;minerva-a145511f90cb7607
3;minerva-9fce2a53829e5a25
3;minerva-9836573e94419eea
3;minerva-94f52fa6f16a3897
3;minerva-89f536eae5d48966
3;minerva-7cbb63524dedc729
3;minerva-787a08655a16c78e
3;minerva-6bc4eeac0b7b513b
3;minerva-62aaa3b14e0e3c06
3;minerva-44da9ba2cb00f65a
3;minerva-4224b9db41b7bed7
3;minerva-3f978a2c140b7937
3;minerva-3e4d06dee925a556
3;minerva-3af29fdb10088b43
3;minerva-394dcf08fdbcf3dc
3;minerva-341a3b20c68bd2f9
3;minerva-2f9f3982e2a2ccd4
3;minerva-2b9e40fd9dbeda05
3;minerva-2a3b2c3e5b957194
3;minerva-19857378afe11f52
3;minerva-0cf91e78868c9b68
3;min_8x8x8
3;metis_amortar
3;metall
3;md_fast
3;md_42
3;md26_R1
3;md25_R1
3;md24_R1
3;md23_R1
3;md20_R4
3;md20_R3
3;md20_R2
3;md1rep5
3;md1rep4
3;md1rep3
3;md1rep2
3;md1rep1
3;md18_R2
3;md17_R5
3;md16_R4
3;md13_R5
3;md13_R4
3;md12_R5
3;md11_R5
3;mcmcMSM256
3;mapas_contato_auto
3;mace_4train
3;m8-ce
3;m8-A111
3;m53-B100
3;lr_5E-5_s456
3;log_nvt_R5
3;log_4_NVT
3;log_3_NVT
3;log_2_NVT
3;llm_test
3;ldmanhsa_continue
3;lammps+LJ+container-nvidia-gh200
3;lammps+LJ+compilado
3;l_eq
3;kwant
3;kowalski_analise
3;kernel
3;job1-suporte
3;iron_run02
3;iron_avulso_stackin
3;iron_03_stackin
3;ir_cit
3;ip
3;interpolate
3;install
3;inse-32
3;infe_test
3;imp_hom_openmm
3;imp_het_openmm
3;ijk_tBERT800
3;hybE_AFM_1
3;htp5n
3;ht-inside-inverted
3;ht-below
3;hstest
3;hse_pent
3;hse_GrCIPS
3;hseCIPS2x2
3;hf
3;heat4
3;h2bi2juncao
3;h120_75
3;gres-gromacs-test
3;grace_test
3;gpu_zstd
3;goes_prcx
3;gmn2431
3;gm_lib96
3;gm_lib60
3;gm_lib24
3;gm_buz60
3;gm_buz48
3;gh_mrb
3;gh43_r1_140_160
3;gh43_60_70
3;geopt
3;gem_flu2
3;gb
3;g43_r2_100_150
3;full_finetune_job_pimagenet_fboth_N_r3
3;full_finetune_job_pf3_N_fboth_N_r3
3;ftv75-1000
3;ft.C.32_ompi5_amd
3;ft.C
3;frmd2z192
3;frfina2
3;freeze_eradio
3;fon2
3;fi_24
3;fe-scf1
3;fe-hex
3;farI2
3;farI1
3;exTa2NiSe5_3
3;eval_ConvLSTM-06min-03img-Lightning-QC
3;eval_2024
3;etu_gh_3
3;equalize_attr
3;eq8
3;eps_co12
3;ep.E.x.amd
3;entrenamiento_v1
3;ensight
3;elibgh3
3;elghthr4
3;elghthr3
3;elghthr2
3;ef-neg-cips
3;ech_ghtup
3;ebmithr3
3;ebmithr2
3;ebhthr4
3;ebhthr3
3;ebhthr2
3;ebgh2bin
3;ebgh1bin
3;e2co.index127.try0
3;drivbu2c
3;drivbu2b
3;drivbu2a
3;dp199
3;dp198
3;dp197
3;dp196
3;dp1102
3;dp1101
3;dp1100
3;downse
3;downbridge
3;dos1CIO3LNOFM
3;dm-gny
3;dm-1graphene
3;dietil-sulfeto
3;dglu
3;dft+u8SmB6_NM_fino
3;dft+u6SmB6_NM_fino
3;dft+u5SmB6_NM_fino
3;dev_CdTe_wz_zpr2
3;deit_forced
3;deit_broken
3;deepseek_final_v2
3;deepseek_distributed
3;deeprock-fa649666bb24539f
3;deeprock-fa2859f536d96135
3;deeprock-fa1ee036437cb88b
3;deeprock-f745d4fb839c6b46
3;deeprock-e9f58e3554750d24
3;deeprock-e9f50592f6e17a49
3;deeprock-e978af4565a815e0
3;deeprock-e514ec434fa152bf
3;deeprock-d9600a75f8e8cadb
3;deeprock-d62489712b3c0da6
3;deeprock-d48d1a97a97eeb4a
3;deeprock-cd74d4e1ea19b801
3;deeprock-c9f38494d5c0913a
3;deeprock-c7022cdfb3f8c0e9
3;deeprock-c26f98fcc914dcd5
3;deeprock-bdc1999beadc05c2
3;deeprock-bd54b6c72b0ecd1c
3;deeprock-bcc038a2d2be1c59
3;deeprock-bc135b500fe733b8
3;deeprock-b7df544f07bc76cf
3;deeprock-b0ff641547e0539d
3;deeprock-af7f6a829972176c
3;deeprock-ad3c7435c8523dc9
3;deeprock-a2595d448e53c092
3;deeprock-9f4585a84fb4bc7d
3;deeprock-9ad8d1c77e507def
3;deeprock-9600f7a98dacb858
3;deeprock-8db5bd415e1fdcaf
3;deeprock-8cc09ec627016dbf
3;deeprock-88b9847189d21e1a
3;deeprock-866effec4a2a88fa
3;deeprock-7e4ca187a17c6963
3;deeprock-7747c764e57d8c70
3;deeprock-7218211d54429355
3;deeprock-681f793f5c526483
3;deeprock-67840d6d017a1859
3;deeprock-6649927aa13c402f
3;deeprock-641ae2c68b1ffd7b
3;deeprock-640194659980cf8e
3;deeprock-5fd6eae47645f835
3;deeprock-59fc04840404a54c
3;deeprock-5264cfbd7198b09f
3;deeprock-494474e91ccdfe9c
3;deeprock-4912d2fcee57b951
3;deeprock-48921c5d01722d3e
3;deeprock-3fdd84195d2c5f7a
3;deeprock-351c0658c8ea0f82
3;deeprock-34cbedeb1035c78f
3;deeprock-2f37341d86197479
3;deeprock-249921fc91bce57c
3;deeprock-20fc0736989013aa
3;deeprock-1e55e83945756d2f
3;deeprock-1d2e29907386de9b
3;deeprock-1a5398991d634adf
3;deeprock-1085c7ec7c9ef57d
3;deeprock-05201246a9135bcb
3;deeprock-042e7e77483a59b9
3;deeprock-0408b3a293f355d1
3;deeprock-005b7ce9ee04c073
3;deep3
3;de25li1a
3;ddefbu1c
3;ddefbu1b
3;ddefbu1a
3;dca-run-ucx.slurm
3;dapt-7b-original-w
3;d3-bj-pbe-350
3;cyhex0
3;cxbl10
3;cxbl09
3;cxbl08
3;cxbl07
3;cxbl06
3;cxbl05
3;cxbl04
3;cxbl03
3;cxbl02
3;cxBf10
3;cxBf09
3;cxBf08
3;cxBf07
3;cxBf06
3;cxBf05
3;cxBf04
3;cxBf03
3;cxBf02
3;cxBf01
3;cwa950
3;cwa598
3;cuo-etoh
3;cub
3;crpropa_mpi_test
3;create_h5
3;cpugpucomm
3;corr_snGrad
3;corr_new2_fst
3;corr_new2
3;copy_sibyll_long
3;conf8
3;conf71
3;conf7
3;conf25
3;conf20
3;co_9
3;co12sub
3;clean_fast
3;cg.D.64_ompi5
3;cg.D.64_ompi4_intel1api
3;cg.D.64_ompi4
3;cg.D.64_intel1api
3;cg.C.32_ompi5_amd
3;cg.C
3;cfb-unet-efwi
3;ce20_48c
3;cata-e2
3;case38
3;calc_run
3;c1-9
3;bulk-poly-optm
3;build_simtel
3;build_matrix_rt1
3;build_cp2k_2023
